,Unnamed: 0.1,Unnamed: 0,Questions,Answers,extended_answer,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
186,186,186,What county is the congressional district that Hansen Clarke was a U.S. Representative for in?,Wayne County,Hansen Clarke was a U.S. Representative for Wayne County., Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district., Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.; Hansen Clarke was a U.S. Representative for Michigan's 13th congressional district.,1. Hansen Clarke served as the U.S. Representative for the 13th congressional district of the state of Michigan.;2. Michigan's 13th congressional district was represented by Hansen Clarke in the U.S. Congress.;3. The 13th congressional district of Michigan had Hansen Clarke as its U.S. Representative.;4. Hansen Clarke was the U.S. Representative for the 13th district of the state of Michigan in the Congress.;5. The 13th congressional district of the state of Michigan was represented by Hansen Clarke in the U.S. House of Representatives.,NO;YES;YES;NO;YES,1. Hansen Clarke was not a U.S. Representative for Michigan's 13th congressional district.;2. Michigan's 13th congressional district was not the county that Hansen Clarke was a U.S. Representative for.;3. Hansen Clarke was not a U.S. Representative for a county in Michigan.;4. Michigan's 13th congressional district is not the county where Hansen Clarke served as a U.S. Representative.;5. The county that Hansen Clarke was a U.S. Representative for was not Michigan's 13th congressional district.,YES;NO;YES;NO;YES,0.0
187,187,187,"Which dog is based in Switzerland, Appenzeller Sennenhund or Drentse Patrijshond?",Appenzeller Sennenhund,The dog that is based in Switzerland is the Appenzeller Sennenhund., The Appenzeller Sennenhund is based in Switzerland., The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.; The Appenzeller Sennenhund is based in Switzerland.,1. The Appenzeller Sennenhund originates from Switzerland.;2. Switzerland is the homeland of the Appenzeller Sennenhund.;3. The Appenzeller Sennenhund hails from Switzerland.;4. The Appenzeller Sennenhund is a breed indigenous to Switzerland.;5. Switzerland is the birthplace of the Appenzeller Sennenhund.,YES;NO;YES;YES;NO,1. The Drentse Patrijshond is not based in Switzerland.;2. The Appenzeller Sennenhund is not a dog based outside of Switzerland.;3. Switzerland is not the home of the Drentse Patrijshond.;4. The Appenzeller Sennenhund does not originate from outside Switzerland.;5. The Drentse Patrijshond is not indigenous to Switzerland.,YES;YES;NO;YES;YES,0.0
188,188,188,Is the university that owns WCSU-FM historically black or white?,black,The university that owns WCSU-FM is historically black.," Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It's a public university that serves a diverse student body."," Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It's a public university that serves a diverse student body.; Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It's a public university that serves a diverse student body.; Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It's a public university that serves a diverse student body.; Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white; it is a public university that serves a diverse student body.; Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It is a public university that serves a diverse student body.; WCSU-FM is not historically black or white as it is a part of Western Connecticut State University, which is a public university that does not have a racial affiliation.; Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It's a public university that serves a diverse student body.; Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It's a public university that serves a diverse student body.; Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It is a public university that serves a diverse student body.; Western Connecticut State University, the owner of WCSU-FM, is not historically black or historically white. It's a public university that serves a diverse student body.","1. Western Connecticut State University, the proprietor of WCSU-FM, does not have a historical affiliation with either the black or white community. Instead, it is a public institution that caters to a diverse student body.;2. WCSU-FM's owner, Western Connecticut State University, lacks a historical connection to either the black or white community. Instead, it is a public university that accommodates a diverse student body.;3. The university that manages WCSU-FM, Western Connecticut State University, does not have a historical background tied to either the black or white community. Instead, it is a public institution that serves a diverse student body.;4. Western Connecticut State University, the overseer of WCSU-FM, does not have a historical designation as either a black or white institution. Instead, it is a public university that welcomes a diverse student body.;5. WCSU-FM's university, Western Connecticut State University, does not have a historical classification as either black or white. Instead, it is a public institution that fosters a diverse student body.",YES;NO;YES;YES;YES,"1. Western Connecticut State University, the owner of WCSU-FM, is historically black.;2. Western Connecticut State University, the owner of WCSU-FM, is historically white.;3. Western Connecticut State University, the owner of WCSU-FM, is historically Asian.;4. Western Connecticut State University, the owner of WCSU-FM, is historically Hispanic or Latino.;5. Western Connecticut State University, the owner of WCSU-FM, is historically Native American.",NO;NOT SURE;NO;NO;NO,0.8181818181818182
189,189,189,What occupation have Carly Gullickson and Francesca Schiavone both held?,professional tennis player.,"Carly Gullickson and Francesca Schiavone have both held the occupation of professional tennis player, showcasing their exceptional skills and dedication to the sport.", Both Carly Gullickson and Francesca Schiavone have held the occupation of professional tennis players., Carly Gullickson and Francesca Schiavone both held the occupation of professional tennis players.; Carly Gullickson and Francesca Schiavone both held the occupation of professional tennis players.; Carly Gullickson and Francesca Schiavone both held the occupation of professional tennis players.; Carly Gullickson and Francesca Schiavone both held the occupation of professional tennis players.; Both Carly Gullickson and Francesca Schiavone have held the occupation of professional tennis players.; Carly Gullickson and Francesca Schiavone have both held the occupation of professional tennis players.; Carly Gullickson and Francesca Schiavone both held the occupation of professional tennis players.; Carly Gullickson and Francesca Schiavone both held the occupation of professional tennis players.; Carly Gullickson and Francesca Schiavone have both held the occupation of professional tennis players.; Both Carly Gullickson and Francesca Schiavone have held the occupation of professional tennis players.,"1. Carly Gullickson and Francesca Schiavone have both pursued careers as professional tennis athletes.;2. Both Carly Gullickson and Francesca Schiavone have been professional tennis players throughout their careers.;3. The occupation shared by Carly Gullickson and Francesca Schiavone is that of a professional tennis player.;4. Carly Gullickson and Francesca Schiavone have both dedicated their careers to the profession of professional tennis playing.;5. Both Carly Gullickson and Francesca Schiavone have been professionals in the field of tennis, specifically as players.",YES;YES;YES;YES;YES,1. Neither Carly Gullickson nor Francesca Schiavone have held the occupation of professional tennis players.;2. Carly Gullickson and Francesca Schiavone have not held the occupation of professional tennis players.;3. Professional tennis players is not the occupation that Carly Gullickson and Francesca Schiavone have held.;4. Carly Gullickson and Francesca Schiavone have not been professional tennis players.;5. The occupation of Carly Gullickson and Francesca Schiavone is not that of professional tennis players.,NO;NO;YES;NO;NOT SURE,0.0
190,190,190,What is the age range of the league for which the Bobby Smith Trophy is awarded?,16-21,The age range for the league for which the Bobby Smith Trophy is awarded is 16-21.," The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old."," The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old.; The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in this league is typically under 20 years old.; The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old.; The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old.; The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old.; The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old.; The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old.; The Bobby Smith Trophy is awarded to the National Hockey League player aged between 21 and 26.; The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old.; The Bobby Smith Trophy is awarded to the most valuable player in the World Junior Ice Hockey Championships, and the age range for players in the league is typically under 20 years old.","1. The Bobby Smith Trophy is given to the most valuable player in the World Junior Ice Hockey Championships, and the players in this tournament are usually under the age of 20.;2. The World Junior Ice Hockey Championships honors the most valuable player with the Bobby Smith Trophy, and the age range for the players in this league is generally under 20 years.;3. The Bobby Smith Trophy is bestowed upon the most valuable player in the World Junior Ice Hockey Championships, and the players in this league are typically under the age of 20.;4. In the World Junior Ice Hockey Championships, the Bobby Smith Trophy is awarded to the most valuable player, and the age range for the players in this league is usually under 20 years old.;5. The most valuable player in the World Junior Ice Hockey Championships receives the Bobby Smith Trophy, and the players in this league are typically under the age of 20.",YES;YES;YES;YES;YES,"1. The Bobby Smith Trophy is not awarded to a player whose age is typically over 20 years old in the World Junior Ice Hockey Championships.;2. The World Junior Ice Hockey Championships does not have a league for players aged 20 years old or older, for whom the Bobby Smith Trophy is awarded.;3. The most valuable player in the World Junior Ice Hockey Championships, for whom the Bobby Smith Trophy is awarded, is not typically an adult.;4. The Bobby Smith Trophy is not given to a player who is 20 years old or older in the World Junior Ice Hockey Championships.;5. The age range for players in the league for which the Bobby Smith Trophy is awarded is not 20 years old or above in the World Junior Ice Hockey Championships.",NO;YES;YES;YES;NO,0.1
191,191,191,Which documentary film came out first The Last Lions or Prophet's Prey ?,The Last Lions,The Last Lions was the documentary film that came out first.," The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year is 2011, while ""Prophet's Prey"" was released in 2015."," The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year is 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year is 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year is 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year is 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year was 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year is 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year is 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year was 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year was 2011, while ""Prophet's Prey"" was released in 2015.; The documentary film ""The Last Lions"" came out before ""Prophet's Prey."" Its release year is 2011, while ""Prophet's Prey"" was released in 2015.","1. ""The documentary film 'The Last Lions' was released prior to 'Prophet's Prey', with its debut happening in the year 2011."";2. ""In the year 2011, 'The Last Lions' documentary film was the earlier release compared to 'Prophet's Prey'."";3. ""The documentary film 'The Last Lions' was the first to be released among the two, having been released in the year 2011."";4. ""The year 2011 marked the release of the documentary film 'The Last Lions', which came out before 'Prophet's Prey'."";5. ""The documentary film 'The Last Lions' was the earlier production, having been released in the year 2011, while 'Prophet's Prey' followed in 2015.""",YES;YES;NO;NO;YES,"1. ""Prophet's Prey"" came out before ""The Last Lions."";2. ""The Last Lions"" was not released before ""Prophet's Prey."";3. ""The Last Lions"" was not the first documentary film to be released, with ""Prophet's Prey"" being released earlier.;4. ""Prophet's Prey"" has an earlier release year than ""The Last Lions."";5. ""The Last Lions"" was not the first to be shown in theaters, as ""Prophet's Prey"" was released before it.",NO;YES;YES;NO;YES,0.0
192,192,192,At what university can the building that served as the fictional household that includes Gomez and Morticia be found?,Syracuse University,The building that served as the fictional household that includes Gomez and Morticia can be found at Syracuse University.," The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is not a real university building. However, the exterior shots were filmed at the University of California, Los Angeles (UCLA)."," The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is located at the University of California, Los Angeles (UCLA), and is now known as Brock Hall.; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is not a real university building. However, the exterior shots were filmed at the University of California, Los Angeles (UCLA).; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is located at the University of California, Los Angeles (UCLA), and is now known as Brock Hall.; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is not a real university building. However, the exterior shots were filmed at the University of California, Los Angeles (UCLA).; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is located at the University of California, Los Angeles (UCLA), and is now known as Brock Hall.; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is not a real university building. However, the exterior shots were filmed at the University of California, Los Angeles (UCLA).; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is not a real university building. However, a replica of the house was built on the Universal Studios Hollywood and Universal Orlando Resort campuses.; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is located at the University of California, Los Angeles (UCLA), and is now known as Brock Hall.; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is located at the University of California, Los Angeles (UCLA), and is now known as Brock Hall.; The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is not a real university building. However, the exterior shots were filmed at the University of California, Los Angeles (UCLA).","1. The University of California, Los Angeles (UCLA) is where the exterior shots of the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" were filmed.;2. The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" was not a real university building, but its exterior shots were taken at the University of California, Los Angeles (UCLA).;3. The University of California, Los Angeles (UCLA) is the location where the exterior shots of the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" were filmed.;4. The exterior shots of the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" were filmed at the University of California, Los Angeles (UCLA), which is not a real university building.;5. The University of California, Los Angeles (UCLA) is where the exterior shots of the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" were taken, although it is not a real university building.",NO;YES;NO;YES;NO,"1. The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is a real university building.;2. The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" can be found at a university.;3. The university where the building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" can be found is UCLA.;4. UCLA does not have a building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family."";5. The building that served as the fictional household of Gomez and Morticia, from the TV show ""The Addams Family,"" is located at a university other than UCLA.",NO;NO;NO;NO;YES,1.0
193,193,193,"Which was released first, The Greatest Game Ever Played or Hot Lead and Cold Feet?",Hot Lead and Cold Feet,Hot Lead and Cold Feet was released first.," The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former was a 2005 film, while the latter is a 2018 television series."," The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former, a sports drama film, was released in 2005, while Hot Lead and Cold Feet, a crime drama series, premiered in 2010.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former was a 2005 movie, while Hot Lead and Cold Feet is a 2010 novel.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former, a sports drama film, was released in 2005, while Hot Lead and Cold Feet, a crime drama series, premiered in 2010.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former was a 2005 film, while the latter is a 2018 television series.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former was a 2005 film, while the latter is a 2014 novel.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former, a sports drama film, was released in 2005, while Hot Lead and Cold Feet, a crime drama series, premiered in 2008.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former was a 2005 film, while the latter is a 2018 television series.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former was a 2005 movie, while Hot Lead and Cold Feet is a 2010 television series.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former was a 2005 film, while the latter is a 2018 television series.; The Greatest Game Ever Played was released before Hot Lead and Cold Feet. The former was a 2005 film, while the latter is a 2018 television series.","1. The 2005 film, The Greatest Game Ever Played, was released prior to the 2018 television series, Hot Lead and Cold Feet.;2. Hot Lead and Cold Feet, a 2018 television series, came after the 2005 release of the film, The Greatest Game Ever Played.;3. The 2005 film, The Greatest Game Ever Played, predates the 2018 television series, Hot Lead and Cold Feet.;4. The 2005 film, The Greatest Game Ever Played, was the earlier release compared to the 2018 television series, Hot Lead and Cold Feet.;5. The 2005 film, The Greatest Game Ever Played, was the first to be released, followed by the 2018 television series, Hot Lead and Cold Feet.",YES;NO;YES;NO;NO,"1. Hot Lead and Cold Feet was released before The Greatest Game Ever Played.;2. The Greatest Game Ever Played was not released before Hot Lead and Cold Feet.;3. The television series Hot Lead and Cold Feet was released before the 2005 film The Greatest Game Ever Played.;4. The 2005 film The Greatest Game Ever Played was not the first to be released, as Hot Lead and Cold Feet came out later.;5. The release date of Hot Lead and Cold Feet precedes that of The Greatest Game Ever Played.",NO;YES;NO;YES;NO,0.0
194,194,194,Which award David Hersey had got for Equus a play by Peter Shaffer ?,Outstanding Lighting Design,"David Hersey had received the Outstanding Lighting Design award for Equus, a play by Peter Shaffer."," David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer."," David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus by Peter Shaffer.; David Hersey won the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.","1. David Hersey received the Tony Award for Best Lighting Design for his illumination work on the play Equus, penned by Peter Shaffer.;2. Peter Shaffer's play Equus earned David Hersey the Tony Award for Outstanding Lighting Design, thanks to his exceptional lighting.;3. David Hersey's lighting design for Equus, a play by Peter Shaffer, was honored with the Tony Award for Best Lighting Design.;4. The play Equus, authored by Peter Shaffer, brought David Hersey the Tony Award for Best Lighting Design, recognizing his remarkable lighting work.;5. David Hersey's lighting design on the play Equus, written by Peter Shaffer, was awarded the Tony Award for Outstanding Lighting Design.",YES;YES;YES;YES;YES,"1. David Hersey did not win the Tony Award for Best Lighting Design for his work on the play Equus, written by Peter Shaffer.;2. David Hersey's work on the play Equus, written by Peter Shaffer, did not receive the Tony Award for Best Lighting Design.;3. The Tony Award for Best Lighting Design was not given to David Hersey for his work on the play Equus, written by Peter Shaffer.;4. David Hersey did not win the award for Best Lighting Design for the play Equus, written by Peter Shaffer.;5. The play Equus, written by Peter Shaffer, did not receive the Tony Award for David Hersey's Best Lighting Design.",NO;NO;NO;NO;NO,0.0
195,195,195,"Which drink is larger, the Apple-Kneel or the Flaming volcano?",The flaming volcano,The Flaming Volcano drink is larger than the Apple-Kneel.," The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is a large, flambéed cocktail typically served in a large, heat-resistant glass or bowl. The Apple-Kneel, on the other hand, is a smaller drink, usually served in a standard-sized glass."," The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is a large, flambéed cocktail typically served in a large, heat-resistant glass or bowl. The Apple-Kneel, on the other hand, is a smaller drink, usually served in a highball or Collins glass.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is a large, flambéed cocktail typically served in a large, heat-resistant glass or volcano bowl. The Apple-Kneel, on the other hand, is a smaller drink, usually served in a standard-sized glass.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is typically a large, shareable drink served in a volcano-shaped glass, while the Apple-Kneel is a standard-sized cocktail.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is a large, flambéed cocktail typically served in a large, heat-resistant glass. The Apple-Kneel, on the other hand, is a smaller drink, usually served in a standard-sized glass.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is typically a large, shareable drink served in a volcano-shaped glass, while the Apple-Kneel is a standard-sized cocktail.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is a large, flambéed cocktail typically served in a large, heat-resistant glass. The Apple-Kneel, on the other hand, is a smaller drink, usually served in a standard cocktail glass.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is a large, flambéed cocktail typically served in a large, heat-resistant glass or bowl. The Apple-Kneel, on the other hand, is a smaller drink, usually served in a standard-sized glass.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is typically a large, shareable drink served in a volcano-shaped glass, while the Apple-Kneel is a standard-sized cocktail.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is typically a large, shareable drink served in a volcano-shaped glass, while the Apple-Kneel is a standard-sized cocktail.; The Flaming Volcano drink is larger than the Apple-Kneel, as the Flaming Volcano is a large, flambéed cocktail typically served in a large, heat-resistant glass or bowl. The Apple-Kneel, on the other hand, is a smaller drink, usually served in a standard-sized glass.","1. The Flaming Volcano drink, being a large, flambéed cocktail, is bigger than the Apple-Kneel, which is typically served in a standard-sized glass.;2. The Apple-Kneel is smaller in comparison to the Flaming Volcano, a large, flambéed cocktail usually served in a large, heat-resistant glass or bowl.;3. The Flaming Volcano, a large, flambéed cocktail, is larger than the Apple-Kneel, which is usually served in a standard-sized glass.;4. The Flaming Volcano, a large, flambéed cocktail, is bigger than the Apple-Kneel, a smaller drink that is typically served in a standard-sized glass.;5. The Flaming Volcano, a large, flambéed cocktail, is larger in size than the Apple-Kneel, a drink that is usually served in a standard-sized glass.",YES;YES;YES;YES;YES,"1. The Apple-Kneel drink is larger than the Flaming Volcano.;2. The Flaming Volcano is not larger than the Apple-Kneel.;3. The Apple-Kneel is larger than the Flaming Volcano, contrary to the given information.;4. The Flaming Volcano is not typically served in a large, heat-resistant glass or bowl.;5. The Apple-Kneel is usually served in a large, heat-resistant glass or bowl.",NOT SURE;NOT SURE;NO;YES;NO,0.0
196,196,196,What Andy Williams' album did a song written by Charles Wesley appear on?,The Andy Williams Christmas Album,The song written by Charles Wesley appeared on The Andy Williams Christmas Album.," Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing."""," Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing.""; Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing.""; Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing.""; Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing.""; Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing.""; Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing.""; Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing.""; Andy Williams' album ""The Andy Williams Christmas Album"" features a rendition of ""Hark! The Herald Angels Sing,"" a song written by Charles Wesley.; Andy Williams' album ""The Andy Williams Christmas Album"" features a rendition of ""Hark! The Herald Angels Sing,"" a song written by Charles Wesley.; Andy Williams' album ""The Andy Williams Christmas Album"" features a song written by Charles Wesley titled ""Hark! The Herald Angels Sing.""","1. The song ""Hark! The Herald Angels Sing,"" penned by Charles Wesley, is included on Andy Williams' album ""The Andy Williams Christmas Album."";2. Andy Williams' album ""The Andy Williams Christmas Album"" contains the Charles Wesley-written song ""Hark! The Herald Angels Sing."";3. On his album ""The Andy Williams Christmas Album,"" Andy Williams features the song ""Hark! The Herald Angels Sing,"" written by Charles Wesley.;4. The song ""Hark! The Herald Angels Sing,"" written by Charles Wesley, is one of the tracks on Andy Williams' album ""The Andy Williams Christmas Album."";5. ""Hark! The Herald Angels Sing,"" a song written by Charles Wesley, is found on Andy Williams' album ""The Andy Williams Christmas Album.""",YES;YES;YES;NO;NO,"1. ""Andy Williams' album 'The Andy Williams Christmas Album' does not feature a song written by Charles Wesley titled 'Hark! The Herald Angels Sing.'"";2. ""A song written by Charles Wesley titled 'Hark! The Herald Angels Sing' does not appear on Andy Williams' album 'The Andy Williams Christmas Album'."";3. ""Andy Williams' album 'The Andy Williams Christmas Album' does not include a song written by Charles Wesley."";4. ""Charles Wesley's song 'Hark! The Herald Angels Sing' is not present on Andy Williams' album 'The Andy Williams Christmas Album'."";5. ""It is not the case that Andy Williams' album 'The Andy Williams Christmas Album' features a song written by Charles Wesley titled 'Hark! The Herald Angels Sing'.""",YES;YES;YES;NO;YES,0.0
