,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
32,32,90,TEST,Which party won the 2022 elections held in Afghanistan?,before 2022,,True,one-hop,never-changing,https://en.wikipedia.org/wiki/Elections_in_Afghanistan#:~:text=The%20Taliban%20dissolved%20the%20Elections%20Commission%20in%20December%202021.%5B1%5D%20In%20May%202022%2C%20when%20asked%20if%20the%20Taliban%20would%20hold%20elections%2C%20First%20Deputy%20Leader%20Sirajuddin%20Haqqani%20said%20the%20question%20was%20%22premature%22.,There have been no elections held since the Taliban took power.,,,,,,,,,,," The Taliban, a militant Islamic group, won the 2022 elections in Afghanistan as the country did not hold presidential elections due to the takeover by the Taliban in August 2021."," The Taliban, a militant Islamic group, won the 2022 elections in Afghanistan as the country did not hold a presidential election that year due to the takeover by the Taliban in August 2021.; The Taliban, a militant Islamic group, won the 2022 elections in Afghanistan as the country did not hold presidential elections due to the takeover by the Taliban in August 2021.; The Taliban, a militant Islamic group, won the 2022 elections in Afghanistan as the country did not hold a presidential election that year due to the Taliban takeover in August 2021.; The Taliban, a militant Islamic group, took control of Afghanistan after the withdrawal of U.S. forces in 2021, effectively winning the de facto elections that followed.; The Taliban, a militant Islamic group, won the 2022 elections in Afghanistan as the country did not hold elections in 2022; instead, the Taliban took control of the country following the withdrawal of U.S. and NATO forces in August 2021.; The Taliban, a militant Islamic group, seized power and effectively won the 2022 elections in Afghanistan, as the democratic government collapsed and the presidential election was not held due to the security situation.; The Taliban, a militant Islamic group, seized power in Afghanistan after the withdrawal of U.S. forces, effectively winning the 2022 elections as the Afghan government collapsed.; The Taliban, a militant Islamic group, won the 2022 elections in Afghanistan as the country did not hold presidential elections that year due to the Taliban takeover in August 2021.; The Taliban, a militant Islamic group, took control of Afghanistan after the withdrawal of U.S. forces in 2021, effectively winning the de facto elections that followed.; The Taliban, a militant Islamic group, won the 2022 elections in Afghanistan as the country did not hold presidential elections due to the takeover by the Taliban in August 2021.","1. The Taliban, an Islamic militant group, emerged victorious in the 2022 elections in Afghanistan, as the country did not conduct presidential elections due to the Taliban takeover in August 2021.;2. In the 2022 elections held in Afghanistan, the Taliban, a militant Islamic group, was declared the winner, as the country did not organize presidential elections following the Taliban's takeover in August 2021.;3. The 2022 elections in Afghanistan saw the Taliban, an Islamic militant group, as the winning party, as the country did not hold presidential elections due to the Taliban's takeover in August 2021.;4. The Taliban, a militant Islamic group, won the 2022 elections in Afghanistan, as the country did not conduct presidential elections due to the Taliban's takeover in August 2021.;5. The 2022 elections in Afghanistan were won by the Taliban, an Islamic militant group, as the country did not hold presidential elections due to the Taliban's takeover in August 2021.",NO;NO;YES;NO;YES,"1. The Taliban did not win the 2022 elections in Afghanistan.;2. Afghanistan's 2022 elections were not won by the Taliban.;3. The Taliban was not the party that won the presidential elections in Afghanistan in 2022.;4. The Taliban's victory in the 2022 elections in Afghanistan is not accurate, as the country did not hold presidential elections.;5. The Taliban's takeover in August 2021 led to the cancellation of the 2022 presidential elections in Afghanistan, meaning they did not win.",YES;NO;YES;NO;NO,0.45454545454545453
33,33,91,TEST,By how much is 3 bigger than 4?,before 2022,,True,one-hop,never-changing,,3 is smaller than 4 by 1.,,,,,,,,,,, Three is one unit smaller than four., Three is one unit smaller than four.; Three is one unit smaller than four.; Three is one unit smaller than four.; Three is one unit smaller than four.; Three is one unit smaller than four.; Three is one unit smaller than four.; Three is one unit smaller than four.; Three is one unit smaller than four.; Three is one unit smaller than four.; Three is one unit smaller than four.,1. Three is one less than four.;2. Four is one more than three.;3. The difference between four and three is one unit.;4. Three falls short of four by one unit.;5. Four exceeds three by one unit.,YES;NO;YES;YES;YES,"1. Four is one unit bigger than three.;2. The difference between three and four is not one unit, but rather one unit smaller.;3. Three is not larger than four by one unit; instead, it is one unit smaller.;4. Four is not smaller than three by one unit; instead, it is one unit larger.;5. The comparison between three and four shows that four is one unit greater than three.",NO;NO;YES;YES;YES,0.0
34,34,115,TEST,How long has Harry Styles been a member of One Direction?,before 2022,,True,multi-hop,never-changing,https://en.wikipedia.org/wiki/One_Direction#:~:text=The%20band%20went%20on%20indefinite%20hiatus%20in%20January%202016%2C%20allowing%20all%20members%20to%20pursue%20other%20projects.,One Direction is no longer active.,,,,,,,,,,," Harry Styles joined One Direction in 2010 during the seventh series of the British television show, The X Factor."," Harry Styles joined One Direction in 2010 during the seventh series of the British television show, The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show, The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show, The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show, The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show, The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show, The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show The X Factor.; Harry Styles joined One Direction in 2010 during the seventh series of the British television show, The X Factor.","1. Harry Styles became a member of One Direction in 2010, during the seventh series of the British television show, The X Factor.;2. It was in 2010, during the seventh series of The X Factor, that Harry Styles joined the band One Direction.;3. Harry Styles' tenure with One Direction began in 2010, when he joined the group during the seventh series of the British television show, The X Factor.;4. The British television show, The X Factor, saw Harry Styles join One Direction in 2010, marking the start of his membership.;5. Harry Styles' membership with One Direction dates back to 2010, when he joined the group during the seventh series of the British television show, The X Factor.",YES;YES;YES;YES;YES,"1. Harry Styles was not a member of One Direction before 2010.;2. Harry Styles did not join One Direction during the seventh series of the British television show, The X Factor.;3. Harry Styles has not been a member of One Direction for as long as he was before 2010.;4. Harry Styles joined One Direction after 2010 during the seventh series of the British television show, The X Factor.;5. Harry Styles has been a member of One Direction for a shorter period than from 2010 to the present.",NO;YES;NO;NO;NO,0.0
35,35,116,TEST,What is the smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways?,before 2022,,True,multi-hop,never-changing,https://en.wikipedia.org/wiki/Fermat%27s_Last_Theorem#:~:text=In%20number%20theory%2C%20Fermat%27s%20Last%20Theorem%20(sometimes%20called%20Fermat%27s%20conjecture%2C%20especially%20in%20older%20texts)%20states%20that%20no%20three%20positive%20integers%20a%2C%20b%2C%20and%20c%20satisfy%20the%20equation%20an%20%2B%20bn%20%3D%20cn%20for%20any%20integer%20value%20of%20n%20greater%20than%202.,"According to the Fermat's Last Theorem, it is impossible for a cube number to be a sum of two positive cube numbers.",,,,,,,,,,," The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3."," The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.; The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.","1. The smallest cube number that can be expressed as the sum of two distinct positive cube numbers in two different ways is 27, as it can be represented as 3^3 + 3^3 and also as 3^3 + 4^3.;2. The smallest cube number that can be expressed as the sum of two unique positive cube numbers in two different ways is 27, since it can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.;3. The smallest cube number that can be expressed as the sum of two different positive cubes in two different ways is 27, as it can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.;4. The smallest cube number that can be expressed as the sum of two different positive cubed numbers in two different ways is 27, which can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.;5. The smallest cube number that can be expressed as the sum of two different positive cube roots in two different ways is 27, as it can be expressed as both 3^3 + 3^3 and 3^3 + 4^3.",YES;YES;YES;YES;YES,1. The smallest cube number that cannot be expressed as the sum of two different positive cube numbers in two different ways is not 27.;2. 27 is not a cube number that can be expressed as the sum of two different positive cube numbers in two different ways.;3. It is not the case that the smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 27.;4. 27 is not an example of a cube number that can be expressed as the sum of two different positive cube numbers in two different ways.;5. There exists a cube number smaller than 27 that can be expressed as the sum of two different positive cube numbers in two different ways.,NO;YES;NO;YES;NO,0.0
36,36,248,TEST,What was the first animal to orbit the Earth?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Laika#:~:text=the%20first%20to%20orbit%20the%20Earth,Laika,,,,,,,,,,," The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard the Sputnik 2 spacecraft in 1957."," The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard Sputnik 2 in 1957.; The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard the Sputnik 2 spacecraft in 1957.; The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard the Sputnik 2 spacecraft in 1957.; The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard Sputnik 2 in 1957.; Laika, a Soviet space dog, was the first animal to orbit Earth, aboard the Sputnik 2 spacecraft in 1957.; The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard Sputnik 2 in 1957.; The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard Sputnik 2 in 1957.; The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard Sputnik 2 in 1957.; The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard Sputnik 2 in 1957.; The Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard the Sputnik 2 spacecraft in 1957.","1. The Soviet dog Laika was the first animal to travel around Earth, having been sent into space on the Sputnik 2 spacecraft in 1957.;2. Laika, a dog from the Soviet Union, was the pioneer animal to orbit Earth, having been launched into space on the Sputnik 2 spacecraft in 1957.;3. The first animal to orbit Earth was Laika, a dog from the Soviet Union, which was sent into space on the Sputnik 2 spacecraft in 1957.;4. In 1957, the Soviet Union launched the first animal into Earth's orbit, with Laika, a dog, being the chosen space traveler aboard the Sputnik 2 spacecraft.;5. The historic first animal to orbit Earth was Laika, a dog from the Soviet Union, who was sent into space on the Sputnik 2 spacecraft in 1957.",YES;YES;YES;YES;YES,"1. No animal other than Laika, a Soviet dog, was the first to orbit Earth, launched aboard the Sputnik 2 spacecraft in 1957.;2. Laika, a Soviet dog, was not the first animal to orbit Earth, launched aboard the Sputnik 2 spacecraft in 1957.;3. The first animal to orbit Earth was not Laika, a Soviet dog, launched aboard the Sputnik 2 spacecraft in 1957.;4. It was not the case that Laika, a Soviet dog, was the first animal to orbit Earth, launched aboard the Sputnik 2 spacecraft in 1957.;5. The launch of Laika, a Soviet dog, aboard the Sputnik 2 spacecraft in 1957 did not mark the first time an animal orbited Earth.",YES;NO;NO;NO;NO,0.0
37,37,249,TEST,What is the largest model size of GPT-3?,before 2022,,False,one-hop,never-changing,https://arxiv.org/pdf/2005.14165.pdf#page=8,175 billion parameters,175B parameters,175 billion,175B,,,,,,,," The largest model size of GPT-3 is the 16-billion-parameter model, known as ""davinci."""," The largest model size of GPT-3 is the 16-billion-parameter version, known as ""Davinci.""; The largest model size of GPT-3 is the 16-billion-parameter model, known as ""Davinci.""; The largest model size of GPT-3 is the 16-billion-parameter version, known as ""Davinci.""; The largest model size of GPT-3 is the 16-billion-parameter version, known as ""Davinci.""; The largest model size of GPT-3 is the 16-billion-parameter model, known as ""davinci.""; The largest model size of GPT-3 is the 16-billion-parameter model, known as ""davinci.""; The largest model size of GPT-3 is the 16-billion-parameter model, known as ""Davinci.""; The largest model size of GPT-3 is the 16-billion-parameter version, known as ""Davinci.""; The largest model size of GPT-3 is the 16-billion-parameter version, known as ""Davinci.""; The largest model size of GPT-3 is the 16-billion-parameter model, known as ""davinci.""","1. The largest GPT-3 model is the 16-billion-parameter model, famously called ""davinci."";2. The most expansive GPT-3 model is the 16-billion-parameter model, often referred to as ""davinci."";3. The largest GPT-3 model available is the 16-billion-parameter model, which is popularly known as ""davinci."";4. The GPT-3 model with the greatest size is the 16-billion-parameter model, commonly known as ""davinci."";5. The 16-billion-parameter GPT-3 model is the largest, often recognized as ""davinci.""",YES;YES;YES;YES;YES,"1. The largest model size of GPT-3 is not the 16-billion-parameter model, known as ""davinci."";2. The largest model size of GPT-3 is not the ""davinci"" model.;3. The largest model size of GPT-3 is not a 16-billion-parameter model.;4. The ""davinci"" model is not the largest model size of GPT-3.;5. A model size larger than the 16-billion-parameter ""davinci"" model of GPT-3 exists.",NO;YES;NO;YES;NO,0.0
38,38,250,TEST,Which country has a red flag with one yellow star?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Flag_of_Vietnam#:~:text=sao%20v%C3%A0ng%20(%22-,red%20flag%20with%20a%20golden%20star,-%22)%0AC%E1%BB%9D%20T%E1%BB%95",Vietnam,,,,,,,,,,," China, specifically the People's Republic of China, has a flag that features a large red field with a yellow five-pointed star in the upper left corner."," China, specifically the People's Republic of China, has a flag that features a large red field with a yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a flag that is red with a large yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a flag that features a large red field with a yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a national flag that is red with a large yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a flag that features a large red field with a yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a red flag with a large yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a flag that features a large red field with a yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a flag that features a large red field with a yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a flag that is red with a large yellow five-pointed star in the upper left corner.; China, specifically the People's Republic of China, has a flag that features a large red field with a yellow five-pointed star in the upper left corner.","1. The People's Republic of China is identified by a flag displaying a large red field adorned with a single yellow five-pointed star in the upper left corner.;2. China's flag, specifically that of the People's Republic, showcases a vast red field embellished with a solitary yellow five-pointed star in the top-left corner.;3. The flag of the People's Republic of China exhibits a red field with a prominent yellow five-pointed star in the upper-left quadrant.;4. A red flag with a prominent yellow five-pointed star in the upper-left corner is the flag of the People's Republic of China.;5. The flag of China, specifically the People's Republic, features a large red field and a prominent yellow five-pointed star in the upper-left corner.",YES;YES;YES;YES;YES,"1. The flag of China, specifically the People's Republic of China, does not feature a large red field with a yellow five-pointed star in the upper left corner.;2. China, specifically the People's Republic of China, does not have a flag that is red with one yellow star.;3. The flag of China, specifically the People's Republic of China, is not characterized by a red field with a single yellow star in the upper left corner.;4. The flag of China, specifically the People's Republic of China, does not display a red field with a yellow star in the upper left corner as its main design.;5. The flag of China, specifically the People's Republic of China, is not identified by a red flag with one yellow star.",NO;NO;NO;NO;NO,0.0
39,39,251,TEST,What city was connected with the earliest cases of COVID-19?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/COVID-19#:~:text=The%20first%20known%20case%20was%20identified%20in%20Wuhan%2C%20China,Wuhan,"Wuhan, China",Huanan Seafood Wholesale Market,Huanan Market,China,,,,,,," Wuhan, a city in China, was associated with the earliest cases of COVID-19."," Wuhan, a city in China, was associated with the earliest cases of COVID-19.; Wuhan, a city in China, was associated with the earliest cases of COVID-19.; Wuhan, a city in China, was associated with the earliest cases of COVID-19.; Wuhan, a city in China, was associated with the earliest cases of COVID-19.; Wuhan, a city in China, was associated with the earliest cases of COVID-19.; Wuhan, a city in China, was associated with the earliest reported cases of COVID-19.; Wuhan, a city in China, was associated with the earliest cases of COVID-19.; Wuhan, a city in China, was associated with the earliest cases of COVID-19.; Wuhan, a city in China, was associated with the earliest cases of COVID-19.; Wuhan, a city in China, was associated with the earliest cases of COVID-19.","1. The earliest cases of COVID-19 were linked to the city of Wuhan, located in China.;2. Wuhan, a city in China, was the initial epicenter of the COVID-19 outbreak.;3. The city of Wuhan, China, was where the first reported cases of COVID-19 occurred.;4. COVID-19's earliest cases were traced back to Wuhan, a city in the People's Republic of China.;5. Wuhan, a city in China, was the first location to experience significant COVID-19 cases.",YES;YES;YES;YES;YES,"1. A city in China, Wuhan, was not associated with the earliest cases of COVID-19.;2. COVID-19 was not associated with Wuhan, a city in China.;3. Wuhan, a city in China, was not connected to the earliest cases of COVID-19.;4. The earliest cases of COVID-19 were not in Wuhan, a city in China.;5. COVID-19 had no connection to Wuhan, a city in China.",NO;NO;NO;NO;NO,0.0
40,40,252,TEST,What country has the most similar flag to that of Romania?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Flag_of_Romania#:~:text=The%20similarity%20with%20Chad%27s%20flag%2C%20which%20is%20identical%20apart%20from%20allowing%20a%20broader%20range%20of%20shades%20of%20blue%2C%20yellow%20and%20red%2C%20has%20caused%20international%20discussion.,Chad,Republic of Chad,,,,,,,,,," Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays and a triband of colors."," Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays and a triband of colors.; Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays in the upper left corner on a field of three horizontal stripes.; Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays and a tricolor background.; The country with the most similar flag to Romania is Moldova, as both feature a stylized sun with rays extending to the edges, set against a field of three horizontal bands of equal size.; Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays and a tricolor background.; Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays in the upper left corner on a field of three horizontal colors (yellow, blue, and red).; Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays in the upper left corner on a field of three equal horizontal stripes (yellow, blue, and red).; Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays in the upper left corner on a field of three horizontal stripes (yellow, blue, and red).; Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays and a horizontal tricolor of the national colors.; Moldova shares a similar flag design with Romania, as both feature a stylized sun with rays and a triband of colors.","1. Moldova, like Romania, boasts a flag design that includes a stylized sun with rays and a triband of colors.;2. Both Moldova and Romania display flags with a stylized sun, rays, and a triband of colors.;3. The flags of Moldova and Romania share a common design, featuring a stylized sun with rays and a triband of colors.;4. Moldova's flag, similar to Romania's, showcases a stylized sun with rays and a triband of colors.;5. A stylized sun with rays and a triband of colors can be found on both the Moldovan and Romanian flags.",YES;YES;YES;YES;YES,"1. A country does not share a similar flag design with Romania as Moldova does.;2. Moldova is not a country that features a stylized sun with rays and a triband of colors on its flag, like Romania.;3. Romania and Moldova do not both have flags that feature a stylized sun with rays and a triband of colors.;4. The flag of Moldova is not similar to the flag of Romania, as both do not feature a stylized sun with rays and a triband of colors.;5. Romania's flag is not similar to Moldova's flag, as Moldova's flag does not feature a stylized sun with rays and a triband of colors.",YES;YES;NO;YES;YES,0.0
41,41,253,TEST,What state is known as the Aloha State?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Hawaii#:~:text=Nickname(s)%3A-,The%20Aloha%20State,-(official)%2C%20Paradise%20of",Hawaii,Hawai'i,,,,,,,,,, Hawaii is known as the Aloha State., Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.; Hawaii is known as the Aloha State.,"1. Hawaii is famously referred to as the Aloha State.;2. The Aloha State is another name for Hawaii.;3. Hawaii is popularly known as the Aloha State.;4. The state of Hawaii is often called the Aloha State.;5. Hawaii, the state, is commonly known as the Aloha State.",YES;YES;YES;YES;YES,1. Hawaii is not known as the Aloha State.;2. The Aloha State is not Hawaii.;3. Hawaii is not referred to as the Aloha State.;4. The Aloha State is not identified as Hawaii.;5. Hawaii does not hold the title of the Aloha State.,NO;NO;NO;NO;NO,0.0
42,42,254,TEST,In what year will Google celebrate its 30th birthday?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Google#:~:text=Founded-,September%C2%A04%2C%201998,-%3B%2025%20years%20ago",2028,4-Sep-28,4-Sep-28,4-Sep-28,4-Sep-28,09/4/2028,09-4-2028,4/09/2028,4-09-2028,2028/9/4,," Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028."," Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.; Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.; Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.; Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.; Google, founded in 1998, will celebrate its 30th birthday in the year 2028.; Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.; Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.; Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.; Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.; Google was founded in 1998, so it will celebrate its 30th birthday in the year 2028.","1. The year 2028 marks Google's 30th birthday, as it was established in 1998.;2. Google, founded in 1998, will celebrate its 30th anniversary in the year 2028.;3. In the year 2028, Google will be celebrating its 30th year since its founding in 1998.;4. Google, established in 1998, will turn 30 years old in the year 2028.;5. The year 2028 signifies Google's 30th birthday, as it was founded in 1998.",NO;NO;NO;NO;NO,"1. Google will not celebrate its 30th birthday in the year 2028.;2. The year Google will celebrate its 30th birthday is not 2028.;3. Google was not founded in 1998, so it will not celebrate its 30th birthday.;4. Google will not have its 30th birthday in the year it was founded.;5. The year Google will not celebrate its 30th birthday is 2028.",YES;YES;NO;NO;NO,0.0
43,43,255,TEST,Where did Jeff Dean get his Ph.D. from?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Jeff_Dean#:~:text=He%20received%20a%20Ph.D.%20in%20computer%20science%20from%20the%20University%20of%20Washington%20in%201996,University of Washington,The University of Washington,UW,U. of Washington,,,,,,,, Jeff Dean received his Ph.D. from Stanford University., Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.; Jeff Dean received his Ph.D. from Stanford University.,1. Jeff Dean earned his Ph.D. from Stanford University.;2. Stanford University was the institution where Jeff Dean obtained his Ph.D.;3. Jeff Dean's Ph.D. was conferred by Stanford University.;4. Stanford University is the university where Jeff Dean received his Ph.D.;5. Jeff Dean's Ph.D. degree is from Stanford University.,YES;YES;YES;YES;YES,1. Jeff Dean did not receive his Ph.D. from Stanford University.;2. Stanford University is not where Jeff Dean got his Ph.D.;3. Jeff Dean's Ph.D. is not from Stanford University.;4. Jeff Dean did not obtain his Ph.D. at Stanford University.;5. Stanford University is not the institution that awarded Jeff Dean his Ph.D.,NO;YES;NO;NO;YES,0.0
44,44,256,TEST,What is the largest mammal in the world?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Blue_whale#:~:text=it%20is%20the%20largest%20animal%20known%20ever%20to%20have%20existed,blue whale,,,,,,,,,,," The blue whale, a marine mammal, is the largest known animal to have ever existed, reaching lengths of up to 100 feet and weights of over 200 tons."," The blue whale, a marine mammal, is the largest known animal to have ever existed on Earth.; The blue whale, a marine mammal, is the largest known animal on Earth, reaching lengths of up to 100 feet and weighing as much as 200 tons.; The blue whale, a marine mammal, is the largest known animal on Earth, reaching lengths of up to 100 feet and weighing as much as 200 tons.; The blue whale, a marine mammal, is the largest known animal to have ever lived on Earth.; The blue whale, a marine mammal, is the largest known animal to have ever existed, reaching lengths of up to 100 feet and weighing as much as 200 tons.; The blue whale, a marine mammal, is the largest known animal to have ever existed, reaching lengths of up to 100 feet and weighing as much as 200 tons.; The blue whale, a marine mammal, is the largest known animal to have ever existed, reaching lengths of up to 100 feet and weighing as much as 200 tons.; The blue whale, a marine mammal, is the largest known animal to have ever existed, reaching lengths of up to 100 feet and weighing as much as 200 tons.; The blue whale, a marine mammal, is the largest known animal to have ever lived on Earth.; The blue whale, a marine mammal, is the largest known animal to have ever existed, reaching lengths of up to 100 feet and weights of over 200 tons.","1. The blue whale, a marine creature, is the largest animal ever known, reaching lengths of up to 100 feet and weights surpassing 200 tons.;2. The largest known animal in existence is the blue whale, a marine mammal, which can grow to lengths of up to 100 feet and weigh over 200 tons.;3. The blue whale, a marine leviathan, is the largest animal ever recorded, with lengths of up to 100 feet and weights exceeding 200 tons.;4. The blue whale, a marine behemoth, is the largest creature ever documented, reaching lengths of up to 100 feet and weights surpassing 200 tons.;5. The blue whale, a marine colossus, is the largest animal ever known to have existed, with lengths of up to 100 feet and weights over 200 tons.",YES;YES;YES;YES;YES,1. The blue whale is not the smallest mammal in the world.;2. The blue whale does not have a length of less than 100 feet.;3. The blue whale does not weigh less than 200 tons.;4. There is another animal that is larger than the blue whale.;5. The blue whale is not the smallest known animal to have ever existed.,YES;YES;YES;NO;YES,0.0
