,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score
34,34,34,358,TEST,When was the bass player of Miles Davis's first quintet born?,before 2022,,False,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Paul_Chambers#:~:text=Born-,April%2022%2C%201935,-Pittsburgh%2C%20Pennsylvania",1935,"Apr 22, 1935","April 22, 1935",22 Apr 1935,22 April 1935,04/22/1935,04-22-1935,22/04/1935,22-04-1935,1935/04/22,,The bass player of Miles Davis's first quintet was born in 1935.,"The bass player of Miles Davis's first quintet was born on April 22, 1935.","The bass player of Miles Davis's first quintet was born on April 22, 1935.",The bass player of Miles Davis's first quintet was born on 22 Apr 1935.,The bass player of Miles Davis's first quintet was born on 22 April 1935.,The bass player of Miles Davis's first quintet was born on 04/22/1935.,"The bass player of Miles Davis's first quintet was born on April 22, 1935.",The bass player of Miles Davis's first quintet was born on 22/04/1935.,The bass player of Miles Davis's first quintet was born on 22-04-1935.,"The bass player of Miles Davis's first quintet was born on April 22, 1935.","The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.","The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.;The bass player of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.","1. Paul Chambers, the bass player of Miles Davis's first quintet, was born on April 22, 1935.;2. On April 22, 1935, Paul Chambers, the bassist for Miles Davis's first quintet, was born.;3. The birthdate of Paul Chambers, who played bass in Miles Davis's first quintet, is April 22, 1935.;4. April 22, 1935, marks the birth of Paul Chambers, the bass player in Miles Davis's first quintet.;5. The bassist of Miles Davis's first quintet, Paul Chambers, was born on April 22, 1935.",YES;YES;YES;YES;YES,"1. The bass player of Miles Davis's first quintet, Paul Chambers, was not born on April 22, 1935.;2. Paul Chambers, the bass player of Miles Davis's first quintet, was not born on April 22, 1935.;3. The bass player of Miles Davis's first quintet was not Paul Chambers, born on April 22, 1935.;4. Paul Chambers was not born on April 22, 1935, as the bass player of Miles Davis's first quintet.;5. April 22, 1935, is not the birth date of Paul Chambers, the bass player of Miles Davis's first quintet.",YES;YES;NO;YES;YES,0.0
35,35,35,359,TEST,What organization handles the equivalent of the Nobel prize for computer science?,before 2022,,False,multi-hop,never-changing,https://en.wikipedia.org/wiki/Turing_Award#:~:text=The%20ACM%20A.%20M.%20Turing%20Award%20is%20an%20annual%20prize%20given%20by%20the%20Association%20for%20Computing%20Machinery%20(ACM),Association for Computing Machinery (ACM),,,,,,,,,,,The Association for Computing Machinery (ACM) is the organization that handles the equivalent of the Nobel prize for computer science.,,,,,,,,,,"The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.","The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.;The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.;The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.;The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.;The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.;The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.;The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.;The organization that handles the equivalent of the Nobel Prize for computer science is the Association for Computing Machinery (ACM), which awards the Turing Award.;The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.;The Association for Computing Machinery (ACM) handles the equivalent of the Nobel Prize for computer science, known as the Turing Award.","1. The Association for Computing Machinery (ACM) is responsible for the equivalent of the Nobel Prize in computer science, called the Turing Award.;2. The Turing Award, the computer science equivalent of the Nobel Prize, is managed by the Association for Computing Machinery (ACM).;3. The Association for Computing Machinery (ACM) oversees the Turing Award, which is considered the Nobel Prize of computer science.;4. The equivalent of the Nobel Prize in computer science, the Turing Award, is administered by the Association for Computing Machinery (ACM).;5. The Turing Award, regarded as the Nobel Prize for computer science, is handled by the Association for Computing Machinery (ACM).",YES;YES;YES;YES;YES,"1. The Association for Computing Machinery (ACM) does not handle the equivalent of the Nobel Prize for computer science.;2. The Turing Award is not handled by the Association for Computing Machinery (ACM).;3. The equivalent of the Nobel Prize for computer science is not managed by the Association for Computing Machinery (ACM).;4. The Association for Computing Machinery (ACM) is not responsible for the Turing Award.;5. The Turing Award, equivalent to the Nobel Prize for computer science, is not overseen by the Association for Computing Machinery (ACM).",NO;NO;NO;NO;NO,0.0
36,36,36,360,TEST,Who is the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020?,before 2022,,False,multi-hop,never-changing,https://en.wikipedia.org/wiki/Ariana_Grande#:~:text=In%202020%2C%20Grande%20became%20the%20highest%2Dearning%20woman%20in%20music%20on%20Forbes%27s%202020%20Celebrity%20100%20list,Ariana Grande,Ariana Grande-Butera,,,,,,,,,,Ariana Grande is the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.,Ariana Grande-Butera is the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.,,,,,,,,,The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.,The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on Forbes' Celebrity 100 list in 2020 is Kylie Jenner.;The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is Kylie Jenner.,"1. Kylie Jenner is the top-earning female musician on the Forbes' Celebrity 100 list in 2020.;2. In 2020, Kylie Jenner ranks as the highest-paid woman in music on the Forbes' Celebrity 100 list.;3. The Forbes' Celebrity 100 list for 2020 names Kylie Jenner as the highest-earning woman in music.;4. Kylie Jenner leads as the highest-earning female artist on the Forbes' Celebrity 100 list in 2020.;5. The 2020 Forbes' Celebrity 100 list features Kylie Jenner as the top-earning woman in the music industry.",NO;NO;NO;NO;NO,"1. The highest-earning woman in music on the Forbes' Celebrity 100 list in 2020 is not Kylie Jenner.;2. Kylie Jenner is not the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.;3. In 2020, Kylie Jenner was not the highest-earning woman in music on the Forbes' Celebrity 100 list.;4. Forbes' Celebrity 100 list in 2020 does not list Kylie Jenner as the highest-earning woman in music.;5. Kylie Jenner does not appear as the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020.",YES;YES;YES;YES;YES,1.0
37,37,37,361,TEST,How many athletes are there in the top 10 of the Forbes' Celebrity 100 list in 2020?,before 2022,,False,multi-hop,never-changing,https://www.forbes.com/celebrities/list,5,five,,,,,,,,,,There are 5 athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.,There are five athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.,,,,,,,,,"In 2020, there were three athletes in the top 10 of Forbes' Celebrity 100 list.","There are three athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.;In the Forbes' Celebrity 100 list of 2020, there are three athletes in the top 10.;There are three athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.;In 2020, there were three athletes in the top 10 of Forbes' Celebrity 100 list.;In the 2020 Forbes' Celebrity 100 list, there are 3 athletes in the top 10.;In 2020, there were three athletes in the top 10 of Forbes' Celebrity 100 list.;In 2020, there were three athletes in the top 10 of Forbes' Celebrity 100 list.;In 2020, there were three athletes in the top 10 of the Forbes' Celebrity 100 list.;There are three athletes in the top 10 of the Forbes' Celebrity 100 list in 2020.;In 2020, there were three athletes in the top 10 of Forbes' Celebrity 100 list.","1. In 2020, Forbes' Celebrity 100 list featured three athletes in its top 10.;2. The top 10 of Forbes' Celebrity 100 list in 2020 included three athletes.;3. Three athletes made it to the top 10 of Forbes' Celebrity 100 list in 2020.;4. Forbes' Celebrity 100 list for 2020 had three athletes in its top 10.;5. In the 2020 Forbes' Celebrity 100 list, three athletes were among the top 10.",YES;YES;YES;YES;YES,"1. In 2020, there were not three athletes in the top 10 of Forbes' Celebrity 100 list.;2. In 2020, there were fewer than three athletes in the top 10 of Forbes' Celebrity 100 list.;3. In 2020, there were more than three athletes in the top 10 of Forbes' Celebrity 100 list.;4. In 2020, there were no athletes in the top 10 of Forbes' Celebrity 100 list.;5. In 2020, there were not exactly three athletes in the top 10 of Forbes' Celebrity 100 list.",YES;YES;YES;NO;YES,0.0
38,38,38,362,TEST,Has Virginia Woolf's novel about the Ramsay family entered the public domain in the United States?,before 2022,,False,multi-hop,never-changing,"https://publicdomainreview.org/blog/2023/01/public-domain-day-2023/#:~:text=Lang%27s%20Metropolis%2C-,Virginia%20Woolf%E2%80%99s%20To%20the%20Lighthouse,-%2C%20and%20the%20works",Yes,,,,,,,,,,,"Yes, Virginia Woolf's novel about the Ramsay family has entered the public domain in the United States.",,,,,,,,,,"Virginia Woolf's novel ""To the Lighthouse,"" which features the Ramsay family, entered the public domain in the United States on January 1, 2023.","Virginia Woolf's novel ""To the Lighthouse,"" which centers on the Ramsay family, entered the public domain in the United States on January 1, 2023.;Virginia Woolf's novel ""To the Lighthouse,"" which is about the Ramsay family, entered the public domain in the United States on January 1, 2023.;Virginia Woolf's novel ""To the Lighthouse,"" which is about the Ramsay family, entered the public domain in the United States on January 1, 2023.;Virginia Woolf's novel ""To the Lighthouse,"" which is about the Ramsay family, entered the public domain in the United States on January 1, 2023.;Virginia Woolf's novel ""To the Lighthouse,"" which centers on the Ramsay family, entered the public domain in the United States on January 1, 2023.;Virginia Woolf's novel ""To the Lighthouse,"" which is about the Ramsay family, entered the public domain in the United States on January 1, 2023.;Virginia Woolf's novel ""To the Lighthouse,"" which is about the Ramsay family, entered the public domain in the United States on January 1, 2022.;Virginia Woolf's novel ""To the Lighthouse,"" which is about the Ramsay family, entered the public domain in the United States on January 1, 2023.;Virginia Woolf's novel ""To the Lighthouse,"" which is about the Ramsay family, entered the public domain in the United States on January 1, 2023.;Virginia Woolf's novel ""To the Lighthouse,"" which features the Ramsay family, entered the public domain in the United States on January 1, 2023.","1. Virginia Woolf's novel ""To the Lighthouse,"" centered on the Ramsay family, became part of the public domain in the United States on January 1, 2023.;2. On January 1, 2023, Virginia Woolf's ""To the Lighthouse,"" a novel about the Ramsay family, entered the public domain in the United States.;3. The novel ""To the Lighthouse"" by Virginia Woolf, which tells the story of the Ramsay family, entered the public domain in the United States as of January 1, 2023.;4. As of January 1, 2023, Virginia Woolf's ""To the Lighthouse,"" featuring the Ramsay family, is in the public domain in the United States.;5. ""To the Lighthouse,"" a novel by Virginia Woolf about the Ramsay family, entered the public domain in the United States on January 1, 2023.",YES;YES;YES;YES;YES,"1. Virginia Woolf's novel ""To the Lighthouse,"" which features the Ramsay family, did not enter the public domain in the United States on January 1, 2023.;2. ""To the Lighthouse,"" the novel by Virginia Woolf about the Ramsay family, has not entered the public domain in the United States.;3. As of January 1, 2023, Virginia Woolf's novel ""To the Lighthouse"" has not entered the public domain in the United States.;4. The novel ""To the Lighthouse"" by Virginia Woolf, featuring the Ramsay family, is not in the public domain in the United States as of January 1, 2023.;5. On January 1, 2023, Virginia Woolf's novel ""To the Lighthouse"" did not enter the public domain in the United States.",NO;NOT SURE;NO;YES;YES,0.1
39,39,39,363,TEST,How old was Roger Federer when he retired from tennis?,before 2022,,False,multi-hop,never-changing,https://www.dailymail.co.uk/sport/tennis/article-11215717/Roger-Federer-announces-retire-tennis-age-41.html#:~:text=Tennis%20legend%20Roger%20Federer%C2%A0has%20announced%20he%20will%20retire%20from%20the%20sport%20at%20the%20age%20of%2041.,41,41 years old,,,,,,,,,,Roger Federer was 41 years old when he retired from tennis.,Roger Federer retired from tennis at the age of 41 years old.,,,,,,,,,Roger Federer was 41 years old when he retired from professional tennis in September 2022.,Roger Federer was 41 years old when he retired from tennis in September 2022.;Roger Federer was 41 years old when he retired from professional tennis in September 2022.;Roger Federer was 41 years old when he retired from tennis.;Roger Federer was 41 years old when he retired from professional tennis in 2022.;Roger Federer was 41 years old when he retired from tennis in September 2022.;Roger Federer was 41 years old when he retired from tennis in September 2022.;Roger Federer was 41 years old when he retired from tennis in September 2022.;Roger Federer was 41 years old when he retired from tennis in September 2022.;Roger Federer was 41 years old when he retired from professional tennis in September 2022.;Roger Federer was 41 years old when he retired from professional tennis in September 2022.,"1. Roger Federer retired from professional tennis at the age of 41 in September 2022.;2. At 41 years old, Roger Federer ended his professional tennis career in September 2022.;3. In September 2022, Roger Federer concluded his professional tennis journey at the age of 41.;4. When Roger Federer retired from professional tennis in September 2022, he was 41 years old.;5. The age at which Roger Federer retired from professional tennis in September 2022 was 41.",YES;YES;YES;YES;YES,"1. Roger Federer was not 41 years old when he retired from professional tennis in September 2022.;2. Roger Federer did not retire from professional tennis at the age of 41 in September 2022.;3. In September 2022, Roger Federer was not 41 years old when he retired from professional tennis.;4. When Roger Federer retired from professional tennis in September 2022, he was not 41 years old.;5. Roger Federer was not 41 when he retired from professional tennis in September 2022.",YES;NO;NO;NO;YES,0.0
40,40,40,364,TEST,What is the name of the 2022 Atlantic hurricane season's first major hurricane?,before 2022,,False,multi-hop,never-changing,https://en.wikipedia.org/wiki/2022_Atlantic_hurricane_season#:~:text=Among%20them%2C%20Hurricane%20Fiona%20became%20the%20season%27s%20first%20major%20hurricane%20on%20September%C2%A020,Hurricane Fiona,Fiona,,,,,,,,,,The name of the 2022 Atlantic hurricane season's first major hurricane is Hurricane Fiona.,The name of the 2022 Atlantic hurricane season's first major hurricane is Fiona.,,,,,,,,,The name of the 2022 Atlantic hurricane season's first major hurricane is Hurricane Fiona.,The first major hurricane of the 2022 Atlantic hurricane season was named Hurricane Fiona.;The name of the first major hurricane of the 2022 Atlantic hurricane season is Hurricane Fiona.;The first major hurricane of the 2022 Atlantic hurricane season was named Hurricane Fiona.;The first major hurricane of the 2022 Atlantic hurricane season was named Hurricane Fiona.;The first major hurricane of the 2022 Atlantic hurricane season was named Hurricane Fiona.;The first major hurricane of the 2022 Atlantic hurricane season was named Hurricane Fiona.;The first major hurricane of the 2022 Atlantic hurricane season was Hurricane Fiona.;The name of the 2022 Atlantic hurricane season's first major hurricane is Hurricane Fiona.;The first major hurricane of the 2022 Atlantic hurricane season was named Hurricane Fiona.;The name of the 2022 Atlantic hurricane season's first major hurricane is Hurricane Fiona.,"1. Hurricane Fiona is the name of the first major hurricane of the 2022 Atlantic hurricane season.;2. The first major hurricane of the 2022 Atlantic hurricane season is called Hurricane Fiona.;3. In the 2022 Atlantic hurricane season, the initial major hurricane is named Hurricane Fiona.;4. The 2022 Atlantic hurricane season's inaugural major hurricane is known as Hurricane Fiona.;5. The designation of the first major hurricane in the 2022 Atlantic hurricane season is Hurricane Fiona.",YES;NO;YES;YES;YES,1. The name of the 2022 Atlantic hurricane season's first major hurricane is not Hurricane Fiona.;2. Hurricane Fiona is not the name of the 2022 Atlantic hurricane season's first major hurricane.;3. The 2022 Atlantic hurricane season's first major hurricane is not named Hurricane Fiona.;4. Hurricane Fiona was not the first major hurricane of the 2022 Atlantic hurricane season.;5. The first major hurricane of the 2022 Atlantic hurricane season is not called Hurricane Fiona.,YES;YES;YES;YES;YES,0.0
41,41,41,365,TEST,In what city did the first successful heart transplant from a pig to a human patient take place?,before 2022,,False,multi-hop,never-changing,"https://www.medschool.umaryland.edu/news/2023/lessons-learned-from-worlds-first-successful-transplant-of-genetically-modified-pig-heart-into-human-patient-.html#:~:text=This%20groundbreaking%20procedure%20was%20conducted%20by%20University%20of%20Maryland%20School%20of%20Medicine%20(UMSOM)%20physician%2Dscientists%20back%20in%20January%202022%20and%20marked%20an%20important%20milestone%20for%20medical%20science.
https://www.medschool.umaryland.edu/#:~:text=W.%20Baltimore%20Street%2C-,Baltimore%20MD,-21201",Baltimore,"Baltimore, Maryland","Baltimore, MD","Baltimore, Maryland, United States","Baltimore, MD, USA",,,,,,,The first successful heart transplant from a pig to a human patient took place in Baltimore.,"The first successful heart transplant from a pig to a human patient took place in Baltimore, Maryland.","The first successful heart transplant from a pig to a human patient took place in Baltimore, MD.","The first successful heart transplant from a pig to a human patient took place in Baltimore, Maryland, United States.","The first successful heart transplant from a pig to a human patient took place in Baltimore, MD, USA.",,,,,,"The first successful heart transplant from a pig to a human patient took place in Baltimore, Maryland.","The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore.;The first successful heart transplant from a pig to a human patient took place in Baltimore, Maryland.","1. Baltimore, Maryland, was the city where the first successful heart transplant from a pig to a human patient occurred.;2. The city of Baltimore, Maryland, hosted the first successful heart transplant from a pig to a human patient.;3. The first successful heart transplant from a pig to a human patient happened in Baltimore, Maryland.;4. In Baltimore, Maryland, the first successful heart transplant from a pig to a human patient was performed.;5. The first successful heart transplant from a pig to a human patient was conducted in Baltimore, Maryland.",NO;NO;YES;YES;YES,"1. The first successful heart transplant from a pig to a human patient did not take place in Baltimore, Maryland.;2. The first successful heart transplant from a pig to a human patient took place outside of Baltimore, Maryland.;3. Baltimore, Maryland was not the city where the first successful heart transplant from a pig to a human patient took place.;4. The first successful heart transplant from a pig to a human patient occurred in a city other than Baltimore, Maryland.;5. Baltimore, Maryland is not the location of the first successful heart transplant from a pig to a human patient.",NO;YES;YES;NO;YES,0.0
42,42,42,366,TEST,Which football player has a personal logo with the same initials as those in King Charles III’s Royal cypher?,before 2022,,False,multi-hop,never-changing,https://www.dailymail.co.uk/news/article-11253589/King-Charles-IIIs-new-cypher-likened-Cristiano-Ronaldos-CR7-logo-Real-Madrid-badge.html#:~:text=King%20Charles%27%20new%20cypher%20has%20caused%20a%20stir%20on%20social%20media%20due%20to%20its%20startling%20resemblance%20to%20Cristiano%20Ronaldo%27s%20own%20personal%20logo.,Cristiano Ronaldo,Ronaldo,CR7,Cristiano Ronaldo dos Santos Aveiro GOIH ComM,,,,,,,,Cristiano Ronaldo is the football player who has a personal logo with the same initials as those in King Charles III's Royal cypher.,Ronaldo is the football player who has a personal logo with the same initials as those in King Charles III's Royal cypher.,"CR7, which stands for Cristiano Ronaldo, is the football player who has a personal logo with the same initials as those in King Charles III's Royal cypher.",Cristiano Ronaldo dos Santos Aveiro GOIH ComM is the football player who has a personal logo with the same initials as those in King Charles III's Royal cypher.,,,,,,,"Cristiano Ronaldo has a personal logo with the initials ""CR,"" which are the same as those in King Charles III’s Royal cypher.","The football player whose personal logo shares the same initials ""CR"" as those in King Charles III’s Royal cypher is Cristiano Ronaldo.;Cristiano Ronaldo has a personal logo featuring the initials ""CR,"" which are the same as those in King Charles III’s Royal cypher.;The football player whose personal logo has the same initials, ""CR,"" as those in King Charles III’s Royal cypher is Cristiano Ronaldo.;Cristiano Ronaldo has a personal logo with the initials ""CR,"" which are the same initials as those in King Charles III’s Royal cypher.;The football player whose personal logo shares the same initials ""CR"" as those in King Charles III’s Royal cypher is Cristiano Ronaldo.;Cristiano Ronaldo has a personal logo with the initials ""CR,"" which are the same as those in King Charles III’s Royal cypher.;Cristiano Ronaldo, whose personal logo ""CR7"" shares the initials ""CR"" with King Charles III's Royal cypher.;The football player whose personal logo shares the same initials, ""CR,"" as those in King Charles III’s Royal cypher is Cristiano Ronaldo.;Cristiano Ronaldo has a personal logo with the initials ""CR,"" which are the same as those in King Charles III’s Royal cypher.;Cristiano Ronaldo has a personal logo with the initials ""CR,"" which are the same as those in King Charles III’s Royal cypher.","1. Cristiano Ronaldo's personal logo features the initials ""CR,"" identical to those in King Charles III’s Royal cypher.;2. The initials ""CR"" in Cristiano Ronaldo's personal logo match those in King Charles III’s Royal cypher.;3. King Charles III’s Royal cypher shares the same initials, ""CR,"" as Cristiano Ronaldo's personal logo.;4. Cristiano Ronaldo's logo bears the initials ""CR,"" which are the same as those in King Charles III’s Royal cypher.;5. The initials ""CR"" in King Charles III’s Royal cypher are also found in Cristiano Ronaldo's personal logo.",NO;NO;NO;NO;NOT SURE,"1. Cristiano Ronaldo does not have a personal logo with the initials ""CR."";2. The initials ""CR"" in King Charles III’s Royal cypher are not the same as those in Cristiano Ronaldo's personal logo.;3. Cristiano Ronaldo's personal logo does not share the same initials as King Charles III’s Royal cypher.;4. The initials ""CR"" are not found in both Cristiano Ronaldo's personal logo and King Charles III’s Royal cypher.;5. King Charles III’s Royal cypher does not have the same initials as Cristiano Ronaldo's personal logo.",NO;YES;YES;NO;YES,0.0
43,43,43,367,TEST,How old was Queen Elizabeth II when she died?,before 2022,,False,multi-hop,never-changing,"https://en.wikipedia.org/wiki/Elizabeth_II#:~:text=September%202022%20(-,aged%C2%A096,-)%0ABalmoral%20Castle",96 years old,96,,,,,,,,,,Queen Elizabeth II was 96 years old when she died.,Queen Elizabeth II was 96 years old when she died.,,,,,,,,,Queen Elizabeth II was 96 years old when she died.,"Queen Elizabeth II was 96 years old when she died.;Queen Elizabeth II was 96 years old when she died.;Queen Elizabeth II was 96 years old when she died on September 8, 2022.;Queen Elizabeth II was 96 years old when she died.;Queen Elizabeth II was 96 years old when she died.;Queen Elizabeth II was 96 years old when she died.;Queen Elizabeth II was 96 years old when she died.;Queen Elizabeth II was 96 years old when she died.;Queen Elizabeth II was 96 years old when she died.;Queen Elizabeth II was 96 years old when she died.","1. Queen Elizabeth II passed away at the age of 96.;2. At the time of her death, Queen Elizabeth II was 96 years old.;3. When Queen Elizabeth II died, she was 96 years old.;4. Queen Elizabeth II reached the age of 96 before she passed away.;5. The age of Queen Elizabeth II at her death was 96 years.",YES;YES;YES;YES;YES,"1. Queen Elizabeth II was not 96 years old when she died.;2. When she died, Queen Elizabeth II was not 96 years old.;3. Queen Elizabeth II did not die at the age of 96.;4. At the time of her death, Queen Elizabeth II was not 96 years old.;5. Queen Elizabeth II did not reach the age of 96 when she died.",NO;NO;NO;NO;NO,0.0
44,44,44,368,TEST,What killed the King of Soccer?,before 2022,,False,multi-hop,never-changing,https://en.wikipedia.org/wiki/Pel%C3%A9#:~:text=Pel%C3%A9%20died%20on%2029%20December%202022%2C%20at%203%3A27%20pm%2C%20at%20the%20age%20of%2082%2C%20due%20to%20multiple%20organ%20failure%2C%20a%20complication%20of%20colon%20cancer.,"multiple organ failure, a complication of colon cancer",colon cancer,cancer,,,,,,,,,"The King of Soccer died from multiple organ failure, which was a complication of colon cancer.",The King of Soccer died from colon cancer.,The King of Soccer died from cancer.,,,,,,,,"Pelé, often referred to as the King of Soccer, died from multiple organ failures related to colon cancer on December 29, 2022.","The King of Soccer, Pelé, died from complications related to colon cancer on December 29, 2022.;Pelé, known as the King of Soccer, died from complications related to colon cancer.;Pelé, known as the King of Soccer, died from multiple organ failure related to colon cancer on December 29, 2022.;Pelé, often referred to as the ""King of Soccer,"" died from complications related to colon cancer on December 29, 2022.;Pelé, often referred to as the ""King of Soccer,"" died from complications related to colon cancer on December 29, 2022.;Pelé, often referred to as the King of Soccer, died from complications related to colon cancer on December 29, 2022.;Pelé, often referred to as the ""King of Soccer,"" died from complications related to colon cancer on December 29, 2022.;Pelé, widely regarded as the King of Soccer, died from complications related to colon cancer on December 29, 2022.;Pelé, often referred to as the King of Soccer, died due to complications from colon cancer on December 29, 2022.;Pelé, often referred to as the King of Soccer, died from multiple organ failures related to colon cancer on December 29, 2022.","1. Pelé, known as the King of Soccer, passed away due to multiple organ failures caused by colon cancer on December 29, 2022.;2. On December 29, 2022, Pelé, the King of Soccer, succumbed to multiple organ failures stemming from colon cancer.;3. The King of Soccer, Pelé, died on December 29, 2022, from multiple organ failures associated with colon cancer.;4. Multiple organ failures related to colon cancer led to the death of Pelé, the King of Soccer, on December 29, 2022.;5. Pelé, celebrated as the King of Soccer, died on December 29, 2022, due to multiple organ failures linked to colon cancer.",YES;YES;YES;YES;YES,"1. Pelé, often referred to as the King of Soccer, did not die from multiple organ failures related to colon cancer on December 29, 2022.;2. Pelé, often referred to as the King of Soccer, did not die from multiple organ failures.;3. Pelé, often referred to as the King of Soccer, did not die from colon cancer.;4. Pelé, often referred to as the King of Soccer, did not die on December 29, 2022.;5. Pelé, often referred to as the King of Soccer, did not die from any health-related issues.",NO;NO;NOT SURE;NO;NO,0.0
