id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score,hallucination_check,score
91,TEST,By how much is 3 bigger than 4?,before 2022,,TRUE,one-hop,never-changing,,3 is smaller than 4 by 1.,,,,,,,,,,,3 is smaller than 4 by 1.,"3 is 1 less than 4.;Three is smaller than four, not bigger.;The number 3 is one unit smaller than 4.;3 is 1 smaller than 4.;3 is smaller than 4 by 1.;1 larger.;3 is 1 less than 4, not bigger.;3 is 1 less than 4, not bigger.;3 is 1 less than 4, not bigger.;3 is smaller than 4 by 1.","1. 3 is lesser than 4 by 1.;2. The difference between 3 and 4 is 1, with 3 being smaller.;3. 3 falls short of 4 by 1.;4. 1 unit separates 3 from 4, with 3 being the smaller value.;5. 4 exceeds 3 by 1.",YES;YES;YES;YES;YES,1. 3 is not smaller than 4 by 1.;2. The difference between 3 and 4 is not 1 with 3 being smaller.;3. 3 is not less than 4 by 1.;4. The comparison of 3 to 4 does not result in 3 being smaller.;5. 3 is not smaller than 4 by a value of 1.,NO;YES;YES;YES;NO,0,no,0.3
115,TEST,How long has Harry Styles been a member of One Direction?,before 2022,,TRUE,multi-hop,never-changing,https://en.wikipedia.org/wiki/One_Direction#:~:text=The%20band%20went%20on%20indefinite%20hiatus%20in%20January%202016%2C%20allowing%20all%20members%20to%20pursue%20other%20projects.,One Direction is no longer active.,,,,,,,,,,,Harry Styles was a member of One Direction from its formation in 2010 until the band went on hiatus in 2016.,"Harry Styles was a member of One Direction from the group's formation in 2010 until their hiatus in 2016.;Harry Styles was a member of One Direction from 2010 to 2016.;Harry Styles was a member of One Direction from 2010 to 2016.;Harry Styles was a member of One Direction from 2010 until the band went on hiatus in 2016.;Harry Styles has been a member of One Direction from 2010 to 2016, when the band initially went on hiatus.;Harry Styles was a member of One Direction from 2010 until the group went on hiatus in 2016.;Harry Styles was a member of One Direction from 2010 to 2016, a total of 6 years.;Harry Styles was a member of One Direction from its formation in 2010 until the group went on hiatus in 2016.;Harry Styles was a member of One Direction from the group's formation in 2010 until they went on hiatus in 2016.;Harry Styles was a member of One Direction from its formation in 2010 until the band went on hiatus in 2016.","1. Harry Styles joined One Direction at its inception in 2010 until the group took a break in 2016.;2. Since 2010, Harry Styles has been a part of One Direction until the band paused their activities in 2016.;3. One Direction included Harry Styles from the start in 2010 until their hiatus in 2016.;4. From the formation of One Direction in 2010, Harry Styles remained a band member until the group went on hiatus in 2016.;5. Harry Styles was part of One Direction starting in 2010 until the band decided to take a break in 2016.",YES;YES;YES;YES;YES,1. Harry Styles has not been a member of One Direction since its formation in 2010.;2. One Direction did not have Harry Styles as a member from its formation in 2010.;3. Harry Styles did not join One Direction at its formation in 2010.;4. One Direction did not include Harry Styles as a member until their hiatus in 2016.;5. Harry Styles was not part of One Direction until the band went on hiatus in 2016.,YES;NO;NO;NO;NO,0,no,0.1
116,TEST,What is the smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways?,before 2022,,TRUE,multi-hop,never-changing,https://en.wikipedia.org/wiki/Fermat%27s_Last_Theorem#:~:text=In%20number%20theory%2C%20Fermat%27s%20Last%20Theorem%20(sometimes%20called%20Fermat%27s%20conjecture%2C%20especially%20in%20older%20texts)%20states%20that%20no%20three%20positive%20integers%20a%2C%20b%2C%20and%20c%20satisfy%20the%20equation%20an%20%2B%20bn%20%3D%20cn%20for%20any%20integer%20value%20of%20n%20greater%20than%202.,"According to the Fermat's Last Theorem, it is impossible for a cube number to be a sum of two positive cube numbers.",,,,,,,,,,,The smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways is 1729.,"The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 1729 (1729 = 1^3 +12^3 = 9^3 + 10^3).;The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 1729 (1729 = 1^3 + 12^3 = 9^3 + 10^3).;The smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways is 1729.;The smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways is 1729.;The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 1729, which can be expressed as 1^3 + 12^3 and 9^3 + 10^3.;The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 1729 (1729 = 12^3 + 1^3 = 10^3 + 9^3).;The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 1729.;The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 1729.;The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is 1729.;The smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways is 1729.","1. The tiniest cube number that can be written as the total of two distinct positive cubes in two distinct manners is 1729.;2. 1729 is the lowest cube number that can be represented as the sum of two separate positive cube numbers in two separate ways.;3. The smallest cube that can be expressed as the sum of two dissimilar positive cubes in two distinct ways is 1729.;4. 1729 stands as the smallest cube number that can be depicted as the combination of two different positive cube numbers in two different methods.;5. In two different ways, 1729 is the smallest cube number that can be composed as the sum of two distinct positive cube numbers.",YES;YES;YES;YES;YES,1. The smallest cube number which cannot be expressed as the sum of two different positive cube numbers in two different ways is 1729.;2. 1729 is not the smallest cube number which can be expressed as the sum of two different positive cube numbers in two different ways.;3. It is not true that 1729 is the smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways.;4. The smallest cube number that can be expressed as the sum of two different positive cube numbers in two different ways is different from 1729.;5. There exists a smaller cube number than 1729 that can be expressed as the sum of two different positive cube numbers in two different ways.,YES;YES;YES;YES;YES,0,yes,0.5
248,TEST,What was the first animal to orbit the Earth?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Laika#:~:text=the%20first%20to%20orbit%20the%20Earth,Laika,,,,,,,,,,,"The first animal to orbit the Earth was Laika, a Soviet space dog, aboard Sputnik 2 in 1957.","The first animal to orbit the Earth was a dog named Laika, aboard the Soviet spacecraft Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog, aboard Sputnik 2 in 1957.;The first animal to orbit the Earth was a dog named Laika aboard the Soviet spacecraft Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog on board Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog who was launched aboard Sputnik 2 in 1957.;The first animal to orbit the Earth was a dog named Laika, who boarded the Soviet spacecraft Sputnik 2 in 1957, unfortunately not surviving the mission.;The first animal to orbit the Earth was Laika, a Soviet space dog, who was launched into space on Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog aboard Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog, who traveled aboard Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog, aboard Sputnik 2 in 1957.","1. Laika, a Soviet space dog, was the inaugural animal to circle the Earth onboard Sputnik 2 in 1957.;2. The first living being to orbit the Earth was Laika, a dog sent by the Soviets on Sputnik 2 in 1957.;3. Laika, the Soviet space dog, achieved the feat of being the premier animal to travel around the Earth aboard Sputnik 2 in 1957.;4. The inaugural animal to orbit Earth was Laika, a dog that the Soviets launched into space on Sputnik 2 in 1957.;5. Laika, a Soviet space dog, made history by becoming the earliest animal to orbit the Earth on Sputnik 2 in 1957.",YES;YES;YES;YES;YES,"1. Laika, a Soviet space dog, aboard Sputnik 2 in 1957 was not the first animal to orbit the Earth.;2. The first animal to orbit the Earth was not Laika, a Soviet space dog, aboard Sputnik 2 in 1957.;3. It was not Laika, a Soviet space dog, aboard Sputnik 2 in 1957 that was the first animal to orbit the Earth.;4. The first animal to orbit the Earth was not aboard Sputnik 2 in 1957 with Laika, a Soviet space dog.;5. Laika, a Soviet space dog, aboard Sputnik 2 in 1957 was not the initial animal to orbit the Earth.",NO;YES;NO;NO;YES,0,no,0.2
249,TEST,What is the largest model size of GPT-3?,before 2022,,FALSE,one-hop,never-changing,https://arxiv.org/pdf/2005.14165.pdf#page=8,175 billion parameters,175B parameters,175 billion,175B,,,,,,,,The largest model size of GPT-3 is 175 billion parameters.,The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.,"1. GPT-3 boasts a colossal model size of 175 billion parameters.;2. With a whopping 175 billion parameters, GPT-3 stands as the model with the largest size.;3. The grandeur of GPT-3 is encapsulated in its extensive 175 billion parameter model size.;4. Coming in at 175 billion parameters, GPT-3 holds the title for the largest model size.;5. The scale of GPT-3 is best represented by its 175 billion parameter model size.",YES;YES;YES;YES;YES,1. The largest model size of GPT-3 is not 175 billion parameters.;2. 175 billion parameters is not the largest model size of GPT-3.;3. GPT-3 does not have a model size of 175 billion parameters.;4. The largest model size of GPT-3 is less than 175 billion parameters.;5. The model size of GPT-3 is not 175 billion parameters in total.,NO;YES;YES;NO;NO,0,no,0.2
250,TEST,Which country has a red flag with one yellow star?,before 2022,,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Flag_of_Vietnam#:~:text=sao%20v%C3%A0ng%20(%22-,red%20flag%20with%20a%20golden%20star,-%22)%0AC%E1%BB%9D%20T%E1%BB%95",Vietnam,,,,,,,,,,,The country that has a red flag with one yellow star is Vietnam.,"Vietnam is the country that has a red flag with one yellow star.;Vietnam has a red flag with one yellow star in the center, representing the unity of the Vietnamese people.;The country with a red flag and one yellow star is Vietnam.;Vietnam has a red flag with one yellow star.;Vietnam has a red flag with one yellow star.;Vietnam is the country that has a red flag with one yellow star.;The country with a red flag with one yellow star is Vietnam.;Vietnam is the country that has a red flag with one yellow star.;Vietnam has a red flag with one yellow star.;The country that has a red flag with one yellow star is Vietnam.","1. Vietnam is the nation identified by a red flag featuring a solitary yellow star.;2. The country characterized by a red flag with a single yellow star is Vietnam.;3. Vietnam's flag, displaying a red background and a lone yellow star, distinguishes it from other nations.;4. The red flag adorned with one yellow star is a key identifier of Vietnam as a country.;5. In terms of flags, Vietnam is recognized by its red flag embellished with a solitary yellow star.",YES;YES;YES;YES;YES,1. The country that does not have a red flag with one yellow star is Vietnam.;2. Vietnam is not the country that has a red flag with one yellow star.;3. The country with a red flag and one yellow star is not Vietnam.;4. Vietnam is not the country known for having a red flag with one yellow star.;5. The red flag with one yellow star does not represent Vietnam.,YES;NO;NO;NO;YES,0,no,0.2
251,TEST,What city was connected with the earliest cases of COVID-19?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/COVID-19#:~:text=The%20first%20known%20case%20was%20identified%20in%20Wuhan%2C%20China,Wuhan,"Wuhan, China",Huanan Seafood Wholesale Market,Huanan Market,China,,,,,,,The city connected with the earliest cases of COVID-19 is Wuhan in the Hubei province of China.,"The city connected with the earliest cases of COVID-19 is Wuhan, China.;The city of Wuhan in China was connected with the earliest cases of COVID-19.;The earliest cases of COVID-19 were connected to Wuhan, China.;Wuhan, China was the city connected with the earliest cases of COVID-19 in December 2019.;Wuhan, China is the city connected with the earliest cases of COVID-19.;Wuhan, China was connected with the earliest cases of COVID-19 in December 2019.;The city of Wuhan in Hubei province, China, was connected with the earliest cases of COVID-19.;The earliest cases of COVID-19 were connected to the city of Wuhan in Hubei province, China.;The city connected with the earliest cases of COVID-19 is Wuhan, China.;The city connected with the earliest cases of COVID-19 is Wuhan in the Hubei province of China.","1. Wuhan in the Hubei province of China is the city linked to the initial instances of COVID-19.;2. The earliest cases of COVID-19 were associated with Wuhan, situated in the Hubei province of China.;3. COVID-19's onset was tied to Wuhan, located in the Hubei province of China.;4. The city that had the first cases of COVID-19 is Wuhan, found in the Hubei province of China.;5. Wuhan, situated in the Hubei province of China, is the city connected with the first cases of COVID-19.",YES;YES;YES;YES;YES,1. Wuhan in the Hubei province of China is not the city connected with the earliest cases of COVID-19.;2. The city connected with the earliest cases of COVID-19 is not Wuhan in the Hubei province of China.;3. Wuhan in the Hubei province of China is not considered the city connected with the earliest cases of COVID-19.;4. The earliest cases of COVID-19 were not linked to Wuhan in the Hubei province of China.;5. It is not Wuhan in the Hubei province of China where the earliest cases of COVID-19 are associated with.,NO;NO;NO;NO;NO,0,no,0
252,TEST,What country has the most similar flag to that of Romania?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Flag_of_Romania#:~:text=The%20similarity%20with%20Chad%27s%20flag%2C%20which%20is%20identical%20apart%20from%20allowing%20a%20broader%20range%20of%20shades%20of%20blue%2C%20yellow%20and%20red%2C%20has%20caused%20international%20discussion.,Chad,Republic of Chad,,,,,,,,,,"Chad has the most similar flag to that of Romania, both featuring vertical bands of blue, yellow, and red; however, the shades of colors are different.","Chad has the most similar flag to that of Romania because both flags consist of vertical red, yellow, and blue stripes, though the shades of colors differ.;Chad's flag is the most similar to Romania's flag as they both consist of vertical stripes of blue, yellow, and red.;The flag of Moldova is the most similar to that of Romania as both have three vertical stripes of blue, yellow, and red.;Chad has the most similar flag to that of Romania as both feature vertical stripes of blue, yellow, and red, with some differences in shade and positioning.;Chad has the most similar flag to that of Romania, with the only difference being the shade of blue used.;Chad has a flag that is the most similar to that of Romania as both flags consist of three vertical stripes of blue, yellow, and red.;Chad has the most similar flag to that of Romania, as both flags have vertical stripes of blue, yellow, and red.;Chad has the most similar flag to that of Romania, with the main difference being the shade of blue used.;Chad has a flag that is most similar to that of Romania, as they both consist of vertical stripes of blue, yellow, and red.;Chad has the most similar flag to that of Romania, both featuring vertical bands of blue, yellow, and red; however, the shades of colors are different.","1. Chad's flag closely resembles Romania's with vertical bands of blue, yellow, and red, but with different color tones.;2. The flag of Chad bears a striking resemblance to Romania's, both exhibiting vertical stripes of blue, yellow, and red albeit with varying shades.;3. The flag of Chad mirrors that of Romania, displaying vertical blue, yellow, and red bands, albeit with distinct color hues.;4. Chad's flag shares similarities with Romania's by showcasing vertical blue, yellow, and red stripes, albeit with different color shades.;5. The flag of Chad closely resembles Romania's, featuring vertical bands of blue, yellow, and red while using different color variations.",YES;YES;YES;YES;NO,1. Chad does not have the most similar flag to that of Romania.;2. The flag of Chad is not the most similar to that of Romania.;3. The flag of Romania is not most similar to Chad's flag.;4. Chad and Romania do not have the most similar flags.;5. The flag of Chad and that of Romania are not the most similar.,YES;NO;YES;YES;NOT SURE,0.2,no,0.45
253,TEST,What state is known as the Aloha State?,before 2022,,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Hawaii#:~:text=Nickname(s)%3A-,The%20Aloha%20State,-(official)%2C%20Paradise%20of",Hawaii,Hawai'i,,,,,,,,,,Hawaii is known as the Aloha State.,"Hawaii is known as the Aloha State.;The state known as the Aloha State is Hawaii, due to the popular use of the word ""Aloha"" as a traditional greeting and farewell in Hawaiian culture.;Hawaii is known as the Aloha State.;Hawaii is known as the Aloha State.;Hawaii is known as the Aloha State.;The state known as the ""Aloha State"" is Hawaii.;The state of Hawaii is known as the Aloha State.;The state known as the Aloha State is Hawaii.;Hawaii is known as the Aloha State.;Hawaii is known as the Aloha State.","1. Hawaii is recognized as the Aloha State.;2. The Aloha State, which is Hawaii, is widely known for its beauty.;3. Hawaii proudly carries the nickname of the Aloha State.;4. The state that goes by the moniker the Aloha State is Hawaii.;5. Hawaii holds the title of the Aloha State.",YES;YES;YES;YES;YES,1. Hawaii is not known as the Aloha State.;2. The Aloha State is not associated with Hawaii.;3. Hawaii is not recognized as the Aloha State.;4. The title of Aloha State does not belong to Hawaii.;5. Hawaii is not famously dubbed as the Aloha State.,NO;NO;NO;YES;NO,0,no,0.1
254,TEST,In what year will Google celebrate its 30th birthday?,before 2022,,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Google#:~:text=Founded-,September%C2%A04%2C%201998,-%3B%2025%20years%20ago",2028,4-Sep-28,4-Sep-28,4-Sep-28,4-Sep-28,09/4/2028,09-4-2028,4/09/2028,4-09-2028,2028/9/4,,Google will celebrate its 30th birthday in 2028.,"Google will celebrate its 30th birthday in the year 2028, as it was founded in 1998.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in 2028 since it was founded on September 4, 1998.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in 2028.",1. 2028 is when Google will mark its 30th anniversary.;2. Google's 30th birthday will be celebrated in the year 2028.;3. The year 2028 is when Google will reach its 30-year milestone.;4. Google is scheduled to commemorate its 30th birthday in 2028.;5. 2028 is the year Google will observe its 30th anniversary.,NO;NO;YES;NO;NO,1. Google will not celebrate its 30th birthday in 2028.;2. 2028 is not the year when Google will celebrate its 30th birthday.;3. Google's 30th birthday will not be celebrated in 2028.;4. The year 2028 is not when Google will mark its 30th birthday.;5. Google's 30th birthday will not fall in the year 2028.,YES;YES;NO;YES;YES,0,no,0.8
255,TEST,Where did Jeff Dean get his Ph.D. from?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Jeff_Dean#:~:text=He%20received%20a%20Ph.D.%20in%20computer%20science%20from%20the%20University%20of%20Washington%20in%201996,University of Washington,The University of Washington,UW,U. of Washington,,,,,,,,Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.,Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.;Jeff Dean received his Ph.D. in computer science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean got his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.,"1. Jeff Dean earned his doctorate in Computer Science from the University of Washington in 1996.;2. The University of Washington is where Jeff Dean completed his Ph.D. in Computer Science in 1996.;3. Jeff Dean graduated with a Ph.D. in Computer Science from the University of Washington in 1996.;4. In 1996, Jeff Dean attained his doctorate in Computer Science from the University of Washington.;5. Jeff Dean's Ph.D. in Computer Science was conferred by the University of Washington in 1996.",YES;YES;YES;NO;YES,1. Jeff Dean did not receive his Ph.D. in Computer Science from the University of Washington in 1996.;2. The University of Washington is not where Jeff Dean got his Ph.D. in Computer Science.;3. Jeff Dean's Ph.D. in Computer Science was not obtained from the University of Washington.;4. Jeff Dean's Ph.D. is not from the University of Washington in Computer Science.;5. Jeff Dean did not complete his Ph.D. in Computer Science at the University of Washington in 1996.,NO;NOT SURE;NOT SURE;NO;NOT SURE,0,no,0.25
256,TEST,What is the largest mammal in the world?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Blue_whale#:~:text=it%20is%20the%20largest%20animal%20known%20ever%20to%20have%20existed,blue whale,,,,,,,,,,,The largest mammal in the world is the blue whale.,"The largest mammal in the world is the blue whale.;The largest mammal in the world is the blue whale.;The largest mammal in the world is the blue whale, reaching lengths of up to 100 feet and weighing as much as 200 tons.;The largest mammal in the world is the blue whale.;The blue whale is the largest mammal in the world, both in terms of length and weight.;The blue whale is the largest mammal in the world, growing up to about 98 feet in length and weighing as much as 200 tons.;The blue whale is the largest mammal in the world.;The blue whale is the largest mammal in the world, growing up to 100 feet in length and weighing as much as 200 tons.;The largest mammal in the world is the blue whale.;The largest mammal in the world is the blue whale.","1. The blue whale is the largest mammal on the planet.;2. It is the blue whale that holds the title of the world's largest mammal.;3. The blue whale claims the top spot as the biggest mammal globally.;4. The title of the largest mammal in the world goes to the blue whale.;5. Regarded as the most massive mammal on Earth, the blue whale reigns supreme.",YES;YES;YES;YES;YES,1. The largest mammal in the world is not the blue whale.;2. The blue whale is not the largest mammal in the world.;3. It is inaccurate to say that the blue whale is the largest mammal in the world.;4. The blue whale is not considered the largest mammal in the world.;5. The title of the largest mammal in the world does not belong to the blue whale.,NO;NO;NO;NO;NO,0,no,0
257,TEST,What is the tallest mountain in Alaska?,before 2022,,FALSE,one-hop,never-changing,https://en.wikipedia.org/wiki/Denali#:~:text=highest%20mountain%20peak%20in%20North%20America,Mount Denali,Mount McKinley,,,,,,,,,,"Denali, also known as Mount McKinley, is the tallest mountain in Alaska and North America, with a peak that rises to an elevation of 20,310 feet (6,190 meters) above sea level.","The tallest mountain in Alaska is Denali, also known as Mount McKinley, with a height of 20,310 feet (6,190 meters) above sea level.;Denali, formerly known as Mount McKinley, is the tallest mountain in Alaska and North America, with a peak elevation of 20,310 feet (6,190 meters).;The tallest mountain in Alaska is Denali, also known as Mount McKinley, with an elevation of 20,310 feet (6,190 meters) above sea level.;The tallest mountain in Alaska is Denali, also known as Mount McKinley, with a height of 20,310 feet (6,190 meters).;Denali, also known as Mount McKinley, is the tallest mountain in Alaska with a height of 20,310 feet (6,190 meters) above sea level.;Denali, also known as Mount McKinley, is the tallest mountain in Alaska and North America, with an elevation of 20,310 feet (6,190 meters).;Denali, also known as Mount McKinley, is the tallest mountain in Alaska and in North America, with a summit elevation of 20,310 feet (6,190 meters) above sea level.;The tallest mountain in Alaska is Denali, with a summit elevation of 20,310 feet (6,190 meters) above sea level.;Mount Denali, also known as Mount McKinley, is the tallest mountain in Alaska, with a peak elevation of 20,310 feet (6,190 meters) above sea level.;Denali, also known as Mount McKinley, is the tallest mountain in Alaska and North America, with a peak that rises to an elevation of 20,310 feet (6,190 meters) above sea level.","1. Denali holds the title of being the tallest mountain in Alaska and North America.;2. Mount McKinley, alternatively called Denali, stands as the tallest peak in Alaska.;3. The highest mountain in Alaska, also recognized as Denali or Mount McKinley, reaches an elevation of 20,310 feet.;4. Denali, or Mount McKinley as it's also referred to, tops the list as the tallest mountain in Alaska.;5. Mount McKinley, with its peak soaring to 20,310 feet, claims the spot as the tallest peak in Alaska.",YES;YES;YES;YES;YES,"1. Denali, also known as Mount McKinley, is not the tallest mountain in Alaska and North America.;2. The tallest mountain in Alaska and North America is not Denali, also known as Mount McKinley.;3. Denali, also known as Mount McKinley, does not have the peak that rises to an elevation of 20,310 feet (6,190 meters) above sea level.;4. The peak of Denali, also known as Mount McKinley, does not reach 20,310 feet (6,190 meters) above sea level.;5. Alaska and North America do not have the tallest mountain named Denali, also known as Mount McKinley.",NO;NO;NO;NO;YES,0,no,0.1
258,TEST,What breed of dog was Queen Elizabeth II of England famous for keeping?,before 2022,,FALSE,one-hop,never-changing,"https://en.wikipedia.org/wiki/Royal_corgis#:~:text=Fond%20of%20corgis%20since%20she,the%20years%201933%20to%202018.",Corgi,Pembroke Welsh Corgi,,,,,,,,,,Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.,Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famously known for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.,"1. Queen Elizabeth II of England was renowned for owning Pembroke Welsh Corgis.;2. The breed of dog Queen Elizabeth II of England was known for keeping was Pembroke Welsh Corgis.;3. Pembroke Welsh Corgis were the favored breed of dog that Queen Elizabeth II of England kept.;4. Queen Elizabeth II of England's notable choice of dog breed was Pembroke Welsh Corgis.;5. Queen Elizabeth II of England kept Pembroke Welsh Corgis, making them her well-known pet choice.",YES;YES;YES;YES;YES,1. Queen Elizabeth II of England was not famous for keeping Pembroke Welsh Corgis.;2. Pembroke Welsh Corgis were not the breed of dog that Queen Elizabeth II of England was famous for keeping.;3. Queen Elizabeth II of England did not keep Pembroke Welsh Corgis.;4. The breed of dog Queen Elizabeth II of England was famous for keeping was not Pembroke Welsh Corgis.;5. It was not Pembroke Welsh Corgis that Queen Elizabeth II of England was famous for keeping.,NO;NO;NOT SURE;NO;YES,0,no,0.15
259,TEST,What class of beer is top-fermenting?,before 2022,,FALSE,one-hop,never-changing,"https://vinepair.com/beer-101/ale-vs-lager-the-role-of-yeast-in-beer/#:~:text=Ale%20is%20top%2Dfermented%2C%20meaning,and%20at%20a%20higher%20temperature.",ales,ale,,,,,,,,,,Top-fermenting beer is classified as ale.,"Top-fermenting beers are classified as ales, characterized by the use of top-fermenting yeast strains that work at warmer temperatures compared to lagers.;Top-fermenting beers are typically classified as ales, as the yeast ferments at warmer temperatures and rises to the top during fermentation.;Top-fermenting beers belong to the ale class, which typically ferments at warmer temperatures with yeast that rises to the top during the fermentation process.;Ales are a class of beer that is top-fermenting, with yeast strains that work more efficiently at warmer temperatures compared to lagers.;Top-fermenting beers belong to the ale class since the yeast strains used in brewing ales ferment at warmer temperatures and float on top during the fermentation process.;Top-fermenting beer is classified as ale.;Top-fermenting beers are classified as ales, while bottom-fermenting beers are classified as lagers.;Top-fermenting beers belong to the ale class.;Top-fermenting beers are typically classified as ales.;Top-fermenting beer is classified as ale.",1. Ale is the category to which top-fermenting beer belongs.;2. Top-fermenting beer falls under the classification of ale.;3. The type of beer known as ale is made through top-fermentation.;4. Ale is the class of beer that undergoes top-fermentation.;5. Top-fermenting beer is categorized as ale in the brewing world.,YES;YES;YES;YES;YES,1. Top-fermenting beer is not classified as ale.;2. Ale is not the class of beer that is top-fermenting.;3. Top-fermenting beer is not categorized as ale.;4. The class of beer that is top-fermenting is not ale.;5. Ale is not the type of beer that is top-fermenting.,NO;NO;NO;NO;YES,0,no,0.1
