Questions,Answers,extended_answer,base_response,generated_samples,synonyms,synonym_responses,antonyms,antonym_responses,selfcheck_score,hallucination_check,score
"How often do trains run on the system which has a terminal station located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City?",24 hours a day and 7 days a week,"Trains run on the system which has a terminal station located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City 24 hours a day and 7 days a week.","The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and day of the week.","The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, is a major transportation hub and serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, is a major transportation hub and serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.;The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, is a major transportation hub that serves as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains, with frequent departures and arrivals throughout the day, typically every 10-30 minutes depending on the time of day and route.","1. Trains operate frequently at the Penn Station, situated at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, with departures and arrivals occurring every 10-30 minutes, depending on the time of day and day of the week.;2. The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, is a major transportation hub that offers regular train services, with trains departing and arriving every 10-30 minutes, depending on the time of day and day of the week.;3. Trains run regularly at the Penn Station, situated at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, with trains departing and arriving every 10-30 minutes, depending on the time of day and day of the week.;4. The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, is a major transportation hub that provides frequent train services, with trains departing and arriving every 10-30 minutes, depending on the time of day and day of the week.;5. Trains operate frequently at the Penn Station, situated at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, with departures and arrivals occurring every 10-30 minutes, depending on the time of day and day of the week.",YES;YES;YES;YES;YES,"1. Trains do not run frequently on the system which has a terminal station located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City.;2. The Penn Station, located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City, is not a major transportation hub.;3. Trains do not serve as a terminal station for Amtrak, New Jersey Transit, and Long Island Rail Road trains at the Penn Station.;4. The Penn Station does not have frequent departures and arrivals throughout the day.;5. Trains do not depart and arrive every 10-30 minutes depending on the time of day and day of the week at the Penn Station.",NO;NO;NO;NO;NO,0,yes,0
"What Congressional district featured Republican nomiee Willie Vaden in 2004, 2006, and 2008?",Texas's 27th congressional district,"The Congressional district that featured Republican nominee Willie Vaden in 2004, 2006, and 2008 was Texas's 27th congressional district.","Willie Vaden, a Republican candidate, ran in California's 50th congressional district in 2004, 2006, and 2008.","Willie Vaden, a Republican candidate, ran in California's 50th congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran for Congress in Florida's 22nd congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran for Congress in California's 50th congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran in California's 50th congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran for Congress in California's 50th congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran in California's 50th congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran in California's 50th congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran for Congress in California's 50th congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran in California's 50th congressional district in 2004, 2006, and 2008.;Willie Vaden, a Republican candidate, ran in California's 50th congressional district in 2004, 2006, and 2008.","1. Willie Vaden, a Republican candidate, competed in California's 50th congressional district in 2004, 2006, and 2008.;2. The 50th congressional district in California saw Willie Vaden, a Republican candidate, on the ballot in 2004, 2006, and 2008.;3. California's 50th congressional district was the stage for Willie Vaden, a Republican candidate, in 2004, 2006, and 2008.;4. Willie Vaden, a Republican candidate, made consecutive runs in California's 50th congressional district in 2004, 2006, and 2008.;5. In 2004, 2006, and 2008, Willie Vaden, a Republican candidate, vied for the seat in California's 50th congressional district.",NO;NO;NO;YES;NO,"1. Willie Vaden, a Republican candidate, did not run in California's 50th congressional district in 2004, 2006, and 2008.;2. California's 50th congressional district did not feature Willie Vaden, a Republican candidate, in 2004, 2006, and 2008.;3. Willie Vaden, a Republican candidate, was not a nominee in California's 50th congressional district in 2004, 2006, and 2008.;4. Willie Vaden did not run as a Republican candidate in California's 50th congressional district in 2004, 2006, and 2008.;5. Willie Vaden was not a candidate in California's 50th congressional district in 2004, 2006, and 2008.",NO;NO;NO;NO;NO,0.1,yes,0.4
"What's the familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan?",PET,"The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.","The familiar short name of Polyethylene terephthalate is PET, which is a widely used material in the production of plastic bottles, including those manufactured by Ecopack of Pakistan.","The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.;The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.;The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.;The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.;The familiar short name of Polyethylene terephthalate is PET, which is a widely used material in the production of plastic bottles, including those manufactured by Ecopack of Pakistan.;The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.;The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.;The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.;The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.;The familiar short name of Polyethylene terephthalate, a material used by bottle makers such as Ecopack of Pakistan, is PET.","1. PET is commonly referred to as the short name of Polyethylene terephthalate, a popular material used by Ecopack of Pakistan and other bottle manufacturers for producing plastic bottles.;2. The widely recognized abbreviation for Polyethylene terephthalate is PET, a material extensively employed by Ecopack of Pakistan and other plastic bottle manufacturers.;3. Polyethylene terephthalate is often abbreviated as PET, a widely used material in the production of plastic bottles, including those manufactured by Ecopack of Pakistan.;4. PET is the well-known short name for Polyethylene terephthalate, a material extensively utilized by Ecopack of Pakistan and other plastic bottle manufacturers for producing plastic bottles.;5. The widely used abbreviation for Polyethylene terephthalate is PET, a material commonly employed by Ecopack of Pakistan and other plastic bottle manufacturers for producing plastic bottles.",YES;YES;YES;YES;YES,"1. The familiar short name of Polyethylene terephthalate is not PET.;2. PET is not the familiar short name of Polyethylene terephthalate.;3. Polyethylene terephthalate does not have a familiar short name of PET.;4. PET is not widely used in the production of plastic bottles, including those manufactured by Ecopack of Pakistan.;5. The familiar short name of Polyethylene terephthalate is not widely used in the production of plastic bottles, including those manufactured by Ecopack of Pakistan.",NO;NO;NO;NO;NO,0,no,0
"How is Christopher Buckley related to the founder of ""National Review"" magazine?",son,"Christopher Buckley is the son of the founder of ""National Review"" magazine.","Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.","Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;Christopher Buckley, an American author and satirist, is the son of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.","1. Christopher Buckley, an American author and satirist, is the offspring of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;2. William F. Buckley Jr.'s son, Christopher Buckley, an American author and satirist, is the founder and editor-at-large of the conservative magazine National Review.;3. Christopher Buckley, an American author and satirist, is the child of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.;4. William F. Buckley Jr.'s son, Christopher Buckley, an American author and satirist, is the founder and editor-at-large of the conservative magazine National Review.;5. Christopher Buckley, an American author and satirist, is the offspring of William F. Buckley Jr., the founder and editor-at-large of the conservative magazine National Review.",YES;YES;YES;YES;YES,1. Christopher Buckley is not the son of William F. Buckley Jr.;2. William F. Buckley Jr. is not the father of Christopher Buckley.;3. Christopher Buckley is not related to the founder of National Review magazine.;4. The founder of National Review magazine is not the father of Christopher Buckley.;5. Christopher Buckley is not an American author and satirist.,NO;NO;NO;NO;NO,0,no,0
In what type of imprisonment where the inmates Arne Berge helped rescue during operation White Buses?,concentration camp,Arne Berge helped rescue inmates from a concentration camp during operation White Buses.,"Arne Berge helped rescue inmates from the Nazi concentration camps during Operation White Buses, which was a secret operation that used buses to transport prisoners from the camps to freedom in Sweden.","Arne Berge helped rescue inmates from the Nazi concentration camps during Operation White Buses, which was a secret operation that used buses to transport prisoners from the camps to freedom in Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps, specifically Stutthof and Neuengamme, during Operation White Buses, a secret mission by the Swedish Red Cross and the Danish Resistance to evacuate prisoners to Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps during Operation White Buses, which was a secret operation that used buses to evacuate prisoners from the camps to Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps during Operation White Buses, which was a secret operation that used buses to transport prisoners from the camps to freedom in Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps, specifically Stutthof and Neuengamme, during Operation White Buses, a secret mission by the Norwegian resistance movement to evacuate prisoners to Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps, specifically Stutthof and Neuengamme, during Operation White Buses, a secret mission by the Norwegian resistance movement to evacuate prisoners to Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps, specifically Stutthof, during Operation White Buses, a secret mission by the Swedish Red Cross and the Danish resistance movement to evacuate prisoners to Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps, specifically Stutthof, during Operation White Buses, a secret mission by the Swedish Red Cross and the Danish resistance movement to evacuate prisoners to Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps, specifically Stutthof and Neuengamme, during Operation White Buses, a secret mission by the Norwegian resistance movement to evacuate prisoners to Sweden.;Arne Berge helped rescue inmates from the Nazi concentration camps during Operation White Buses, which was a secret operation that used buses to transport prisoners from the camps to freedom in Sweden.","1. Arne Berge assisted in liberating inmates from the Nazi concentration camps through Operation White Buses, a covert operation that utilized buses to transport prisoners from the camps to freedom in Sweden.;2. During Operation White Buses, Arne Berge played a crucial role in rescuing inmates from the Nazi concentration camps, ultimately transporting them to freedom in Sweden via buses.;3. As part of Operation White Buses, Arne Berge helped facilitate the escape of inmates from the Nazi concentration camps, ultimately leading them to freedom in Sweden via buses.;4. Operation White Buses, a secret operation that employed buses to transport prisoners from Nazi concentration camps to freedom in Sweden, was aided by Arne Berge's efforts to rescue inmates.;5. Arne Berge contributed to the success of Operation White Buses by helping to rescue inmates from the Nazi concentration camps, ultimately leading them to freedom in Sweden via buses.",YES;YES;YES;YES;YES,1. Arne Berge did not help rescue inmates from the Nazi concentration camps during Operation White Buses.;2. Arne Berge did not rescue inmates from the Nazi concentration camps during Operation White Buses.;3. Operation White Buses was not a secret operation that used buses to transport prisoners from the Nazi concentration camps to freedom in Sweden.;4. Arne Berge did not help rescue inmates from the Nazi concentration camps during a secret operation that used buses to transport prisoners from the camps to freedom in Sweden.;5. Arne Berge did not rescue inmates from the Nazi concentration camps during a secret operation that used buses to transport prisoners from the camps to freedom in Sweden.,NO;NO;YES;NO;NO,0.3,no,0.1
"What city, located in Lincoln County, Montana, United States, is Vegepet based in?","Troy, Montana","Vegepet is based in Troy, Montana, a city located in Lincoln County, Montana, United States.","The city of Eureka, located in Lincoln County, Montana, United States, is the headquarters of Vegepet, a company that specializes in manufacturing and distributing pet food and other pet-related products.","The city of Eureka, located in Lincoln County, Montana, United States, is the headquarters of Vegepet, a company that specializes in manufacturing and distributing pet food and other pet-related products.;The city of Eureka, located in Lincoln County, Montana, United States, is the base of Vegepet, a company that specializes in producing and marketing plant-based pet food products.;The city of Eureka, located in Lincoln County, Montana, United States, is the headquarters of Vegepet, a company that specializes in manufacturing and distributing pet food and other pet-related products.;The city of Eureka, located in Lincoln County, Montana, United States, is the headquarters of Vegepet, a company that specializes in manufacturing and distributing pet food and other pet-related products.;The city of Eureka, located in Lincoln County, Montana, United States, is the headquarters of Vegepet, a company that specializes in manufacturing and distributing pet food and other pet-related products.;The city of Eureka, located in Lincoln County, Montana, United States, is the base of Vegepet, a company that specializes in producing and marketing pet food products.;The city of Eureka, located in Lincoln County, Montana, United States, is the headquarters of Vegepet, a company that specializes in manufacturing and distributing pet food and other pet-related products.;The city of Eureka, located in Lincoln County, Montana, United States, is the base of Vegepet, a company that specializes in producing and marketing pet food products.;The city of Eureka, located in Lincoln County, Montana, United States, is the headquarters of Vegepet, a company that specializes in manufacturing and distributing pet food and other pet-related products.;The city of Eureka, located in Lincoln County, Montana, United States, is the headquarters of Vegepet, a company that specializes in manufacturing and distributing pet food and other pet-related products.","1. Eureka, situated in Lincoln County, Montana, United States, serves as the headquarters of Vegepet, a prominent manufacturer and distributor of pet food and pet-related products.;2. Vegepet's main office is located in Eureka, a city in Lincoln County, Montana, United States, where the company focuses on producing and supplying pet food and other pet-related goods.;3. Eureka, a city in Lincoln County, Montana, United States, is the base of operations for Vegepet, a well-known company that creates and distributes pet food and pet-related products.;4. The city of Eureka, situated in Lincoln County, Montana, United States, is the central hub of Vegepet's operations, which involves the manufacturing and distribution of pet food and pet-related products.;5. Vegepet's headquarters is located in Eureka, a city in Lincoln County, Montana, United States, where the company is dedicated to producing and distributing high-quality pet food and pet-related products.",NO;YES;NO;NO;YES,"1. The city of Eureka, located in Lincoln County, Montana, United States, is not the headquarters of Vegepet.;2. Vegepet is not based in the city of Eureka, located in Lincoln County, Montana, United States.;3. The headquarters of Vegepet is not located in the city of Eureka, located in Lincoln County, Montana, United States.;4. Vegepet is not headquartered in the city of Eureka.;5. The city of Eureka is not the headquarters of Vegepet.",NO;NO;NO;NO;NO,0,yes,0.3
J. Searle Dawley and Ken Annakin were both directors of what?,"Kenneth Cooper ""Ken"" Annakin, OBE (10 August 1914 - 22 April 2009) was a prolific English film director.",J. Searle Dawley and Ken Annakin were both directors of films.,"J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).","J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;J. Searle Dawley and Ken Annakin were both directors of Disney animated films, with Dawley directing the first full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).","1. J. Searle Dawley and Ken Annakin were both helmers of Disney animated movies, with Dawley directing the inaugural full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;2. J. Searle Dawley and Ken Annakin were both masters of the Disney animated film, with Dawley directing the pioneering full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;3. J. Searle Dawley and Ken Annakin were both animators of Disney animated films, with Dawley directing the groundbreaking full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;4. J. Searle Dawley and Ken Annakin were both visionaries of Disney animated movies, with Dawley directing the inaugural full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).;5. J. Searle Dawley and Ken Annakin were both pioneers of Disney animated films, with Dawley directing the pioneering full-length animated feature film ""Snow White and the Seven Dwarfs"" (1937) and Annakin directing ""The Three Caballeros"" (1944).",NO;NO;NO;NO;NO,1. J. Searle Dawley and Ken Annakin were not both directors of Disney animated films.;2. J. Searle Dawley and Ken Annakin were not directors of Disney animated films.;3. Disney animated films were not directed by J. Searle Dawley and Ken Annakin.;4. J. Searle Dawley and Ken Annakin did not direct Disney animated films.;5. Neither J. Searle Dawley nor Ken Annakin directed Disney animated films.,NO;NO;NO;NO;NO,0,no,0.5
What term is the current chairman of Prince William County serving?,fourth term,The current chairman of Prince William County is serving his fourth term.,"The current chairman of Prince William County is Ann Wheeler, who was first elected in 2020 and is serving a four-year term.","The current chairman of Prince William County is Ann Wheeler, who was first elected in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected to the position in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected to the position in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected to the position in 2020 and is serving a four-year term.;The current chairman of Prince William County is Ann Wheeler, who was first elected in 2020 and is serving a four-year term.","1. Ann Wheeler, the current chairman of Prince William County, is serving a four-year term that began in 2020.;2. Ann Wheeler, the current chairman of Prince William County, is currently serving a four-year term that started in 2020.;3. Ann Wheeler, who is the current chairman of Prince William County, is serving a four-year term that began in 2020.;4. Ann Wheeler, the current chairman of Prince William County, is in the midst of a four-year term that started in 2020.;5. Ann Wheeler, the current chairman of Prince William County, is currently serving a four-year term that began in 2020 and will conclude in 2024.",YES;NO;NO;NO;YES,1. The current chairman of Prince William County is not Ann Wheeler.;2. Ann Wheeler is not the current chairman of Prince William County.;3. The current chairman of Prince William County is not serving a four-year term.;4. Ann Wheeler was not first elected in 2020.;5. The current chairman of Prince William County is not serving.,NO;NO;NO;NO;NO,0,no,0.3
Are Hoodoo Gurus and Pierre Bouvier of the same nationality?,no,"No, Hoodoo Gurus and Pierre Bouvier are not of the same nationality.","The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.","The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.;The Hoodoo Gurus are an Australian rock band, while Pierre Bouvier is a Canadian musician, best known as the lead vocalist of the band Simple Plan, making them of different nationalities.","1. The Hoodoo Gurus, an Australian rock band, and Pierre Bouvier, a Canadian musician, hail from distinct nationalities.;2. As an Australian rock band and a Canadian musician, Hoodoo Gurus and Pierre Bouvier respectively, they possess different nationalities.;3. Hoodoo Gurus, an Australian rock band, and Pierre Bouvier, a Canadian musician, are not of the same nationality due to their distinct countries of origin.;4. The Australian rock band Hoodoo Gurus and Pierre Bouvier, a Canadian musician, are not of the same nationality, as they come from different nations.;5. Hoodoo Gurus, an Australian rock band, and Pierre Bouvier, a Canadian musician, share different nationalities due to their respective countries of origin.",YES;YES;YES;YES;YES,1. The Hoodoo Gurus and Pierre Bouvier are of the same nationality.;2. Hoodoo Gurus and Pierre Bouvier are not of different nationalities.;3. Pierre Bouvier and the Hoodoo Gurus share the same nationality.;4. The nationality of the Hoodoo Gurus and Pierre Bouvier is the same.;5. Hoodoo Gurus and Pierre Bouvier are not Australian and Canadian respectively.,NO;NO;NO;NO;NO,0,no,0
"What band in the ""Art Wave"" scene is based in Glasgow?",Franz Ferdinand,"Franz Ferdinand, a band in the ""Art Wave"" scene, is based in Glasgow.","The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.","The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.;The band Orange Juice, a key act in the ""Art Wave"" scene, was based in Glasgow, Scotland.","1. Glasgow is the hometown of Orange Juice, a prominent band in the ""Art Wave"" scene.;2. The Scottish city of Glasgow is where the influential band Orange Juice originated from.;3. Orange Juice, a pioneering group in the ""Art Wave"" scene, hails from Glasgow, Scotland.;4. Glasgow, Scotland, is the birthplace of Orange Juice, a notable band in the ""Art Wave"" movement.;5. Orange Juice, a key act in the ""Art Wave"" scene, emerged from Glasgow, Scotland.",YES;YES;YES;YES;NO,"1. The band Orange Juice was not based in Glasgow.;2. Orange Juice, a key act in the ""Art Wave"" scene, was not based in Glasgow, Scotland.;3. The band Orange Juice is not a key act in the ""Art Wave"" scene based in Glasgow.;4. Orange Juice, a key act in the ""Art Wave"" scene, is not based in Glasgow.;5. The band Orange Juice was not a key act in the ""Art Wave"" scene based in Glasgow, Scotland.",NO;NO;NO;NO;NO,0,yes,0.1
