id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,base_response,synonyms,synonym_responses,generated_samples,antonyms,antonym_responses,selfcheck_score
248,TEST,What was the first animal to orbit the Earth?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Laika#:~:text=the%20first%20to%20orbit%20the%20Earth,Laika,,,,,,,,,,,"The first animal to orbit the Earth was Laika, a Soviet space dog, aboard Sputnik 2 in 1957.","1. Laika, a Soviet space dog, was the inaugural animal to circle the Earth onboard Sputnik 2 in 1957.;2. The first living being to orbit the Earth was Laika, a dog sent by the Soviets on Sputnik 2 in 1957.;3. Laika, the Soviet space dog, achieved the feat of being the premier animal to travel around the Earth aboard Sputnik 2 in 1957.;4. The inaugural animal to orbit Earth was Laika, a dog that the Soviets launched into space on Sputnik 2 in 1957.;5. Laika, a Soviet space dog, made history by becoming the earliest animal to orbit the Earth on Sputnik 2 in 1957.",YES;YES;YES;YES;YES,"The first animal to orbit the Earth was a dog named Laika, aboard the Soviet spacecraft Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog, aboard Sputnik 2 in 1957.;The first animal to orbit the Earth was a dog named Laika aboard the Soviet spacecraft Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog on board Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog who was launched aboard Sputnik 2 in 1957.;The first animal to orbit the Earth was a dog named Laika, who boarded the Soviet spacecraft Sputnik 2 in 1957, unfortunately not surviving the mission.;The first animal to orbit the Earth was Laika, a Soviet space dog, who was launched into space on Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog aboard Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog, who traveled aboard Sputnik 2 in 1957.;The first animal to orbit the Earth was Laika, a Soviet space dog, aboard Sputnik 2 in 1957.","1. Laika, a Soviet space dog, aboard Sputnik 2 in 1957 was not the first animal to orbit the Earth.;2. The first animal to orbit the Earth was not Laika, a Soviet space dog, aboard Sputnik 2 in 1957.;3. It was not Laika, a Soviet space dog, aboard Sputnik 2 in 1957 that was the first animal to orbit the Earth.;4. The first animal to orbit the Earth was not aboard Sputnik 2 in 1957 with Laika, a Soviet space dog.;5. Laika, a Soviet space dog, aboard Sputnik 2 in 1957 was not the initial animal to orbit the Earth.",NO;YES;NO;NO;YES,0.0
249,TEST,What is the largest model size of GPT-3?,before 2022,,False,one-hop,never-changing,https://arxiv.org/pdf/2005.14165.pdf#page=8,175 billion parameters,175B parameters,175 billion,175B,,,,,,,,The largest model size of GPT-3 is 175 billion parameters.,"1. GPT-3 boasts a colossal model size of 175 billion parameters.;2. With a whopping 175 billion parameters, GPT-3 stands as the model with the largest size.;3. The grandeur of GPT-3 is encapsulated in its extensive 175 billion parameter model size.;4. Coming in at 175 billion parameters, GPT-3 holds the title for the largest model size.;5. The scale of GPT-3 is best represented by its 175 billion parameter model size.",YES;YES;YES;YES;YES,The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.;The largest model size of GPT-3 is 175 billion parameters.,1. The largest model size of GPT-3 is not 175 billion parameters.;2. 175 billion parameters is not the largest model size of GPT-3.;3. GPT-3 does not have a model size of 175 billion parameters.;4. The largest model size of GPT-3 is less than 175 billion parameters.;5. The model size of GPT-3 is not 175 billion parameters in total.,NO;YES;YES;NO;NO,0.0
250,TEST,Which country has a red flag with one yellow star?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Flag_of_Vietnam#:~:text=sao%20v%C3%A0ng%20(%22-,red%20flag%20with%20a%20golden%20star,-%22)%0AC%E1%BB%9D%20T%E1%BB%95",Vietnam,,,,,,,,,,,The country that has a red flag with one yellow star is Vietnam.,"1. Vietnam is the nation identified by a red flag featuring a solitary yellow star.;2. The country characterized by a red flag with a single yellow star is Vietnam.;3. Vietnam's flag, displaying a red background and a lone yellow star, distinguishes it from other nations.;4. The red flag adorned with one yellow star is a key identifier of Vietnam as a country.;5. In terms of flags, Vietnam is recognized by its red flag embellished with a solitary yellow star.",YES;YES;YES;YES;YES,"Vietnam is the country that has a red flag with one yellow star.;Vietnam has a red flag with one yellow star in the center, representing the unity of the Vietnamese people.;The country with a red flag and one yellow star is Vietnam.;Vietnam has a red flag with one yellow star.;Vietnam has a red flag with one yellow star.;Vietnam is the country that has a red flag with one yellow star.;The country with a red flag with one yellow star is Vietnam.;Vietnam is the country that has a red flag with one yellow star.;Vietnam has a red flag with one yellow star.;The country that has a red flag with one yellow star is Vietnam.",1. The country that does not have a red flag with one yellow star is Vietnam.;2. Vietnam is not the country that has a red flag with one yellow star.;3. The country with a red flag and one yellow star is not Vietnam.;4. Vietnam is not the country known for having a red flag with one yellow star.;5. The red flag with one yellow star does not represent Vietnam.,YES;NO;NO;NO;YES,0.0
251,TEST,What city was connected with the earliest cases of COVID-19?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/COVID-19#:~:text=The%20first%20known%20case%20was%20identified%20in%20Wuhan%2C%20China,Wuhan,"Wuhan, China",Huanan Seafood Wholesale Market,Huanan Market,China,,,,,,,The city connected with the earliest cases of COVID-19 is Wuhan in the Hubei province of China.,"1. Wuhan in the Hubei province of China is the city linked to the initial instances of COVID-19.;2. The earliest cases of COVID-19 were associated with Wuhan, situated in the Hubei province of China.;3. COVID-19's onset was tied to Wuhan, located in the Hubei province of China.;4. The city that had the first cases of COVID-19 is Wuhan, found in the Hubei province of China.;5. Wuhan, situated in the Hubei province of China, is the city connected with the first cases of COVID-19.",YES;YES;YES;YES;YES,"The city connected with the earliest cases of COVID-19 is Wuhan, China.;The city of Wuhan in China was connected with the earliest cases of COVID-19.;The earliest cases of COVID-19 were connected to Wuhan, China.;Wuhan, China was the city connected with the earliest cases of COVID-19 in December 2019.;Wuhan, China is the city connected with the earliest cases of COVID-19.;Wuhan, China was connected with the earliest cases of COVID-19 in December 2019.;The city of Wuhan in Hubei province, China, was connected with the earliest cases of COVID-19.;The earliest cases of COVID-19 were connected to the city of Wuhan in Hubei province, China.;The city connected with the earliest cases of COVID-19 is Wuhan, China.;The city connected with the earliest cases of COVID-19 is Wuhan in the Hubei province of China.",1. Wuhan in the Hubei province of China is not the city connected with the earliest cases of COVID-19.;2. The city connected with the earliest cases of COVID-19 is not Wuhan in the Hubei province of China.;3. Wuhan in the Hubei province of China is not considered the city connected with the earliest cases of COVID-19.;4. The earliest cases of COVID-19 were not linked to Wuhan in the Hubei province of China.;5. It is not Wuhan in the Hubei province of China where the earliest cases of COVID-19 are associated with.,NO;NO;NO;NO;NO,0.0
252,TEST,What country has the most similar flag to that of Romania?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Flag_of_Romania#:~:text=The%20similarity%20with%20Chad%27s%20flag%2C%20which%20is%20identical%20apart%20from%20allowing%20a%20broader%20range%20of%20shades%20of%20blue%2C%20yellow%20and%20red%2C%20has%20caused%20international%20discussion.,Chad,Republic of Chad,,,,,,,,,,"Chad has the most similar flag to that of Romania, both featuring vertical bands of blue, yellow, and red; however, the shades of colors are different.","1. Chad's flag closely resembles Romania's with vertical bands of blue, yellow, and red, but with different color tones.;2. The flag of Chad bears a striking resemblance to Romania's, both exhibiting vertical stripes of blue, yellow, and red albeit with varying shades.;3. The flag of Chad mirrors that of Romania, displaying vertical blue, yellow, and red bands, albeit with distinct color hues.;4. Chad's flag shares similarities with Romania's by showcasing vertical blue, yellow, and red stripes, albeit with different color shades.;5. The flag of Chad closely resembles Romania's, featuring vertical bands of blue, yellow, and red while using different color variations.",YES;YES;YES;YES;NO,"Chad has the most similar flag to that of Romania because both flags consist of vertical red, yellow, and blue stripes, though the shades of colors differ.;Chad's flag is the most similar to Romania's flag as they both consist of vertical stripes of blue, yellow, and red.;The flag of Moldova is the most similar to that of Romania as both have three vertical stripes of blue, yellow, and red.;Chad has the most similar flag to that of Romania as both feature vertical stripes of blue, yellow, and red, with some differences in shade and positioning.;Chad has the most similar flag to that of Romania, with the only difference being the shade of blue used.;Chad has a flag that is the most similar to that of Romania as both flags consist of three vertical stripes of blue, yellow, and red.;Chad has the most similar flag to that of Romania, as both flags have vertical stripes of blue, yellow, and red.;Chad has the most similar flag to that of Romania, with the main difference being the shade of blue used.;Chad has a flag that is most similar to that of Romania, as they both consist of vertical stripes of blue, yellow, and red.;Chad has the most similar flag to that of Romania, both featuring vertical bands of blue, yellow, and red; however, the shades of colors are different.",1. Chad does not have the most similar flag to that of Romania.;2. The flag of Chad is not the most similar to that of Romania.;3. The flag of Romania is not most similar to Chad's flag.;4. Chad and Romania do not have the most similar flags.;5. The flag of Chad and that of Romania are not the most similar.,YES;NO;YES;YES;NOT SURE,0.2
253,TEST,What state is known as the Aloha State?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Hawaii#:~:text=Nickname(s)%3A-,The%20Aloha%20State,-(official)%2C%20Paradise%20of",Hawaii,Hawai'i,,,,,,,,,,Hawaii is known as the Aloha State.,"1. Hawaii is recognized as the Aloha State.;2. The Aloha State, which is Hawaii, is widely known for its beauty.;3. Hawaii proudly carries the nickname of the Aloha State.;4. The state that goes by the moniker the Aloha State is Hawaii.;5. Hawaii holds the title of the Aloha State.",YES;YES;YES;YES;YES,"Hawaii is known as the Aloha State.;The state known as the Aloha State is Hawaii, due to the popular use of the word ""Aloha"" as a traditional greeting and farewell in Hawaiian culture.;Hawaii is known as the Aloha State.;Hawaii is known as the Aloha State.;Hawaii is known as the Aloha State.;The state known as the ""Aloha State"" is Hawaii.;The state of Hawaii is known as the Aloha State.;The state known as the Aloha State is Hawaii.;Hawaii is known as the Aloha State.;Hawaii is known as the Aloha State.",1. Hawaii is not known as the Aloha State.;2. The Aloha State is not associated with Hawaii.;3. Hawaii is not recognized as the Aloha State.;4. The title of Aloha State does not belong to Hawaii.;5. Hawaii is not famously dubbed as the Aloha State.,NO;NO;NO;YES;NO,0.0
254,TEST,In what year will Google celebrate its 30th birthday?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Google#:~:text=Founded-,September%C2%A04%2C%201998,-%3B%2025%20years%20ago",2028,"Sep 4, 2028","September 4, 2028",4 Sep 2028,4 September 2028,09/4/2028,09-4-2028,4/09/2028,4-09-2028,2028/09/4,,Google will celebrate its 30th birthday in 2028.,1. 2028 is when Google will mark its 30th anniversary.;2. Google's 30th birthday will be celebrated in the year 2028.;3. The year 2028 is when Google will reach its 30-year milestone.;4. Google is scheduled to commemorate its 30th birthday in 2028.;5. 2028 is the year Google will observe its 30th anniversary.,NO;NO;YES;NO;NO,"Google will celebrate its 30th birthday in the year 2028, as it was founded in 1998.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in 2028 since it was founded on September 4, 1998.;Google will celebrate its 30th birthday in the year 2028.;Google will celebrate its 30th birthday in 2028.",1. Google will not celebrate its 30th birthday in 2028.;2. 2028 is not the year when Google will celebrate its 30th birthday.;3. Google's 30th birthday will not be celebrated in 2028.;4. The year 2028 is not when Google will mark its 30th birthday.;5. Google's 30th birthday will not fall in the year 2028.,YES;YES;NO;YES;YES,0.1
255,TEST,Where did Jeff Dean get his Ph.D. from?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Jeff_Dean#:~:text=He%20received%20a%20Ph.D.%20in%20computer%20science%20from%20the%20University%20of%20Washington%20in%201996,University of Washington,The University of Washington,UW,U. of Washington,,,,,,,,Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.,"1. Jeff Dean earned his doctorate in Computer Science from the University of Washington in 1996.;2. The University of Washington is where Jeff Dean completed his Ph.D. in Computer Science in 1996.;3. Jeff Dean graduated with a Ph.D. in Computer Science from the University of Washington in 1996.;4. In 1996, Jeff Dean attained his doctorate in Computer Science from the University of Washington.;5. Jeff Dean's Ph.D. in Computer Science was conferred by the University of Washington in 1996.",YES;YES;YES;NO;YES,Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.;Jeff Dean received his Ph.D. in computer science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington.;Jeff Dean got his Ph.D. in Computer Science from the University of Washington.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.;Jeff Dean received his Ph.D. in Computer Science from the University of Washington in 1996.,1. Jeff Dean did not receive his Ph.D. in Computer Science from the University of Washington in 1996.;2. The University of Washington is not where Jeff Dean got his Ph.D. in Computer Science.;3. Jeff Dean's Ph.D. in Computer Science was not obtained from the University of Washington.;4. Jeff Dean's Ph.D. is not from the University of Washington in Computer Science.;5. Jeff Dean did not complete his Ph.D. in Computer Science at the University of Washington in 1996.,NO;NOT SURE;NOT SURE;NO;NOT SURE,0.0
256,TEST,What is the largest mammal in the world?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Blue_whale#:~:text=it%20is%20the%20largest%20animal%20known%20ever%20to%20have%20existed,blue whale,,,,,,,,,,,The largest mammal in the world is the blue whale.,"1. The blue whale is the largest mammal on the planet.;2. It is the blue whale that holds the title of the world's largest mammal.;3. The blue whale claims the top spot as the biggest mammal globally.;4. The title of the largest mammal in the world goes to the blue whale.;5. Regarded as the most massive mammal on Earth, the blue whale reigns supreme.",YES;YES;YES;YES;YES,"The largest mammal in the world is the blue whale.;The largest mammal in the world is the blue whale.;The largest mammal in the world is the blue whale, reaching lengths of up to 100 feet and weighing as much as 200 tons.;The largest mammal in the world is the blue whale.;The blue whale is the largest mammal in the world, both in terms of length and weight.;The blue whale is the largest mammal in the world, growing up to about 98 feet in length and weighing as much as 200 tons.;The blue whale is the largest mammal in the world.;The blue whale is the largest mammal in the world, growing up to 100 feet in length and weighing as much as 200 tons.;The largest mammal in the world is the blue whale.;The largest mammal in the world is the blue whale.",1. The largest mammal in the world is not the blue whale.;2. The blue whale is not the largest mammal in the world.;3. It is inaccurate to say that the blue whale is the largest mammal in the world.;4. The blue whale is not considered the largest mammal in the world.;5. The title of the largest mammal in the world does not belong to the blue whale.,NO;NO;NO;NO;NO,0.0
257,TEST,What is the tallest mountain in Alaska?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Denali#:~:text=highest%20mountain%20peak%20in%20North%20America,Mount Denali,Mount McKinley,,,,,,,,,,"Denali, also known as Mount McKinley, is the tallest mountain in Alaska and North America, with a peak that rises to an elevation of 20,310 feet (6,190 meters) above sea level.","1. Denali holds the title of being the tallest mountain in Alaska and North America.;2. Mount McKinley, alternatively called Denali, stands as the tallest peak in Alaska.;3. The highest mountain in Alaska, also recognized as Denali or Mount McKinley, reaches an elevation of 20,310 feet.;4. Denali, or Mount McKinley as it's also referred to, tops the list as the tallest mountain in Alaska.;5. Mount McKinley, with its peak soaring to 20,310 feet, claims the spot as the tallest peak in Alaska.",YES;YES;YES;YES;YES,"The tallest mountain in Alaska is Denali, also known as Mount McKinley, with a height of 20,310 feet (6,190 meters) above sea level.;Denali, formerly known as Mount McKinley, is the tallest mountain in Alaska and North America, with a peak elevation of 20,310 feet (6,190 meters).;The tallest mountain in Alaska is Denali, also known as Mount McKinley, with an elevation of 20,310 feet (6,190 meters) above sea level.;The tallest mountain in Alaska is Denali, also known as Mount McKinley, with a height of 20,310 feet (6,190 meters).;Denali, also known as Mount McKinley, is the tallest mountain in Alaska with a height of 20,310 feet (6,190 meters) above sea level.;Denali, also known as Mount McKinley, is the tallest mountain in Alaska and North America, with an elevation of 20,310 feet (6,190 meters).;Denali, also known as Mount McKinley, is the tallest mountain in Alaska and in North America, with a summit elevation of 20,310 feet (6,190 meters) above sea level.;The tallest mountain in Alaska is Denali, with a summit elevation of 20,310 feet (6,190 meters) above sea level.;Mount Denali, also known as Mount McKinley, is the tallest mountain in Alaska, with a peak elevation of 20,310 feet (6,190 meters) above sea level.;Denali, also known as Mount McKinley, is the tallest mountain in Alaska and North America, with a peak that rises to an elevation of 20,310 feet (6,190 meters) above sea level.","1. Denali, also known as Mount McKinley, is not the tallest mountain in Alaska and North America.;2. The tallest mountain in Alaska and North America is not Denali, also known as Mount McKinley.;3. Denali, also known as Mount McKinley, does not have the peak that rises to an elevation of 20,310 feet (6,190 meters) above sea level.;4. The peak of Denali, also known as Mount McKinley, does not reach 20,310 feet (6,190 meters) above sea level.;5. Alaska and North America do not have the tallest mountain named Denali, also known as Mount McKinley.",NO;NO;NO;NO;YES,0.0
258,TEST,What breed of dog was Queen Elizabeth II of England famous for keeping?,before 2022,,False,one-hop,never-changing,"https://en.wikipedia.org/wiki/Royal_corgis#:~:text=Fond%20of%20corgis%20since%20she,the%20years%201933%20to%202018.",Corgi,Pembroke Welsh Corgi,,,,,,,,,,Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.,"1. Queen Elizabeth II of England was renowned for owning Pembroke Welsh Corgis.;2. The breed of dog Queen Elizabeth II of England was known for keeping was Pembroke Welsh Corgis.;3. Pembroke Welsh Corgis were the favored breed of dog that Queen Elizabeth II of England kept.;4. Queen Elizabeth II of England's notable choice of dog breed was Pembroke Welsh Corgis.;5. Queen Elizabeth II of England kept Pembroke Welsh Corgis, making them her well-known pet choice.",YES;YES;YES;YES;YES,Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famously known for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England is famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.;Queen Elizabeth II of England was famous for keeping Pembroke Welsh Corgis.,1. Queen Elizabeth II of England was not famous for keeping Pembroke Welsh Corgis.;2. Pembroke Welsh Corgis were not the breed of dog that Queen Elizabeth II of England was famous for keeping.;3. Queen Elizabeth II of England did not keep Pembroke Welsh Corgis.;4. The breed of dog Queen Elizabeth II of England was famous for keeping was not Pembroke Welsh Corgis.;5. It was not Pembroke Welsh Corgis that Queen Elizabeth II of England was famous for keeping.,NO;NO;NOT SURE;NO;YES,0.0
259,TEST,What class of beer is top-fermenting?,before 2022,,False,one-hop,never-changing,"https://vinepair.com/beer-101/ale-vs-lager-the-role-of-yeast-in-beer/#:~:text=Ale%20is%20top%2Dfermented%2C%20meaning,and%20at%20a%20higher%20temperature.",ales,ale,,,,,,,,,,Top-fermenting beer is classified as ale.,1. Ale is the category to which top-fermenting beer belongs.;2. Top-fermenting beer falls under the classification of ale.;3. The type of beer known as ale is made through top-fermentation.;4. Ale is the class of beer that undergoes top-fermentation.;5. Top-fermenting beer is categorized as ale in the brewing world.,YES;YES;YES;YES;YES,"Top-fermenting beers are classified as ales, characterized by the use of top-fermenting yeast strains that work at warmer temperatures compared to lagers.;Top-fermenting beers are typically classified as ales, as the yeast ferments at warmer temperatures and rises to the top during fermentation.;Top-fermenting beers belong to the ale class, which typically ferments at warmer temperatures with yeast that rises to the top during the fermentation process.;Ales are a class of beer that is top-fermenting, with yeast strains that work more efficiently at warmer temperatures compared to lagers.;Top-fermenting beers belong to the ale class since the yeast strains used in brewing ales ferment at warmer temperatures and float on top during the fermentation process.;Top-fermenting beer is classified as ale.;Top-fermenting beers are classified as ales, while bottom-fermenting beers are classified as lagers.;Top-fermenting beers belong to the ale class.;Top-fermenting beers are typically classified as ales.;Top-fermenting beer is classified as ale.",1. Top-fermenting beer is not classified as ale.;2. Ale is not the class of beer that is top-fermenting.;3. Top-fermenting beer is not categorized as ale.;4. The class of beer that is top-fermenting is not ale.;5. Ale is not the type of beer that is top-fermenting.,NO;NO;NO;NO;YES,0.0
260,TEST,Which country won the 2017 Eurovision Song Contest?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Eurovision_Song_Contest_2017#:~:text=The%20winner%20was%20Portugal,Portugal,,,,,,,,,,,"Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.","1. Portugal emerged victorious in the 2017 Eurovision Song Contest with the performance of ""Amar pelos dois"" by Salvador Sobral.;2. The winner of the 2017 Eurovision Song Contest was Portugal, who sang ""Amar pelos dois"" through the voice of Salvador Sobral.;3. ""Amar pelos dois"" by Salvador Sobral secured Portugal the win in the 2017 Eurovision Song Contest.;4. Salvador Sobral sang ""Amar pelos dois,"" propelling Portugal to win the 2017 Eurovision Song Contest.;5. Portugal clinched the top spot in the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.",YES;YES;YES;YES;YES,"Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.;Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.;Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.;Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.;Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.;Portugal won the 2017 Eurovision Song Contest.;Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" by Salvador Sobral.;Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.;Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.;Portugal won the 2017 Eurovision Song Contest with the song ""Amar pelos dois"" performed by Salvador Sobral.","1. Portugal did not win the 2017 Eurovision Song Contest.;2. The 2017 Eurovision Song Contest was not won by Portugal.;3. ""Amar pelos dois"" performed by Salvador Sobral did not lead Portugal to victory in the 2017 Eurovision Song Contest.;4. Salvador Sobral did not win the 2017 Eurovision Song Contest with the song ""Amar pelos dois"".;5. Some country other than Portugal won the 2017 Eurovision Song Contest.",YES;NO;YES;YES;YES,0.0
261,TEST,What year did Intel go public?,before 2022,,False,one-hop,never-changing,https://www.intc.com/stock-info/faq#:~:text=Intel%20went%20public%20October%2013%2C%201971,1971,"Oct 13, 1971","October 13, 1971",13 Oct 1971,13 October 1971,10/13/1971,10-13-1971,13/10/1971,13-10-1971,1971/10/13,,Intel went public in 1971.,"1. In 1971, Intel became a publicly traded company.;2. It was in 1971 that Intel made its debut on the stock market.;3. The year 1971 marked Intel's entrance into public trading.;4. 1971 saw Intel transitioning into a publicly traded entity.;5. Intel went public during the year 1971.",YES;NOT SURE;YES;YES;YES,"Intel became a publicly traded company in 1971.;Intel went public on October 13, 1971.;Intel went public in 1971.;Intel went public in 1971.;Intel went public in 1971.;Intel went public in 1971.;Intel went public in 1971.;Intel went public in 1971.;Intel went public in 1971.;Intel went public in 1971.",1. Intel did not go public in 1971.;2. The year 1971 did not see Intel going public.;3. Intel did not become a public company in 1971.;4. 1971 was not the year when Intel went public.;5. Intel was not publicly traded in 1971.,YES;YES;YES;NO;NOT SURE,0.0
262,TEST,Who wrote the book titled Orientalism?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Orientalism_(book)#:~:text=Orientalism%20is%20a%201978%20book%20by%20Edward%20W.%20Said,Edward W. Saïd,Edward W. Said,Edward Said,,,,,,,,,"The book titled ""Orientalism"" was written by Edward Said and published in 1978.","1. Edward Said authored the book named Orientalism, which was released in 1978.;2. The publication Orientalism was penned by Edward Said and came out in 1978.;3. Edward Said is the author behind the book Orientalism, which was published in 1978.;4. The literary work Orientalism was written by Edward Said and published in 1978.;5. Edward Said is the individual responsible for the creation of the book Orientalism, which was published in 1978.",YES;YES;YES;YES;YES,"The book titled ""Orientalism"" was written by Edward Said, a prominent Palestinian-American literary theorist and cultural critic.;The book titled ""Orientalism"" was written by Edward Said, a prominent literary theorist and cultural critic.;Edward Said wrote the book titled Orientalism in 1978.;Edward Said wrote the book titled Orientalism in 1978.;Edward Said wrote the book titled ""Orientalism"".;Edward Said wrote the book titled Orientalism, which was originally published in 1978.;Edward Said wrote the book titled Orientalism, first published in 1978.;The book titled ""Orientalism"" was written by Edward Said, a prominent Palestinian-American scholar.;The book titled Orientalism was written by Edward Said, a Palestinian-American literary theorist and cultural critic.;The book titled ""Orientalism"" was written by Edward Said and published in 1978.","1. Edward Said did not write the book titled ""Orientalism"" in 1978.;2. The book titled ""Orientalism"" was not written by Edward Said in 1978.;3. Edward Said was not the author of the book titled ""Orientalism."";4. The book titled ""Orientalism"" was not published in 1978 by Edward Said.;5. The author of the book titled ""Orientalism"" is not Edward Said, who published it in 1978.",NO;NO;NO;NO;NO,0.0
263,TEST,Sandstones are categorized into what type of sedimentary rocks?,before 2022,,False,one-hop,never-changing,https://en.wikipedia.org/wiki/Sandstone#:~:text=Sandstone%20is%20a%20clastic%20sedimentary%20rock,clastic,clastic rocks,clastic sedimentary rocks,siliciclastic sedimentary rocks,,,,,,,,Sandstones are categorized as clastic sedimentary rocks that are composed primarily of sand-sized mineral particles or rock fragments.,"1. Clastic sedimentary rocks that consist mainly of sand-sized mineral particles or rock fragments are how sandstones are classified.;2. Sandstones are identified as clastic sedimentary rocks primarily made up of sand-sized mineral particles or rock fragments.;3. Sandstones fall under the category of clastic sedimentary rocks, mostly comprising sand-sized mineral particles or rock fragments.;4. Sandstones are grouped as clastic sedimentary rocks, predominantly composed of sand-sized mineral particles or rock fragments.;5. Clastic sedimentary rocks that are predominantly composed of sand-sized mineral particles or rock fragments are what sandstones are classified as.",YES;YES;YES;YES;YES,"Sandstones are categorized as clastic sedimentary rocks.;Sandstones are categorized as clastic sedimentary rocks, composed of sand-sized mineral particles and rock fragments.;Sandstones are categorized as clastic sedimentary rocks.;Sandstones are categorized as clastic sedimentary rocks formed from the accumulation of sand-sized mineral particles.;Sandstones are categorized as clastic sedimentary rocks.;Sandstones are categorized as clastic sedimentary rocks.;Sandstones are categorized as clastic sedimentary rocks.;Sandstones are categorized as clastic sedimentary rocks, which are composed of grains of various minerals and rock fragments.;Sandstones are categorized as clastic sedimentary rocks.;Sandstones are categorized as clastic sedimentary rocks that are composed primarily of sand-sized mineral particles or rock fragments.",1. Sandstones are not categorized as clastic sedimentary rocks.;2. Clastic sedimentary rocks do not primarily consist of sand-sized mineral particles or rock fragments.;3. Sandstones are not composed primarily of sand-sized mineral particles or rock fragments.;4. Sandstones are not classified as sedimentary rocks composed mainly of sand-sized mineral particles or rock fragments.;5. Clastic sedimentary rocks are not categorized into sandstones.,NO;NO;NO;NO;YES,0.0
