,Unnamed: 0.1,Unnamed: 0,id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note,extended_answer_0,extended_answer_1,extended_answer_2,extended_answer_3,extended_answer_4,extended_answer_5,extended_answer_6,extended_answer_7,extended_answer_8,extended_answer_9,base_response,synonyms,synonym_responses,antonyms,antonym_responses
50,50,50,374,TEST,How many countries have recognized same-sex marriage?,before 2022,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Same-sex_marriage#:~:text=marriage%20between%20same%2Dsex%20couples%20is%20legally%20performed%20and%20recognized%20in%2037%20countries,37 countries,37,,,,,,,,,,37 countries have recognized same-sex marriage.,37 countries have recognized same-sex marriage.,,,,,,,,,"As of 2023, 34 countries have legalized same-sex marriage, including Argentina, Australia, Belgium, Brazil, Canada, Colombia, Costa Rica, Denmark, Finland, France, Germany, Iceland, Ireland, Luxembourg, Malta, Mexico, Netherlands, New Zealand, Norway, Portugal, South Africa, Spain, Sweden, Switzerland, the United Kingdom, and the United States, among others.","1. As of 2023, 34 nations have ratified same-sex marriage, encompassing Argentina, Australia, Belgium, Brazil, Canada, Colombia, Costa Rica, Denmark, Finland, France, Germany, Iceland, Ireland, Luxembourg, Malta, Mexico, Netherlands, New Zealand, Norway, Portugal, South Africa, Spain, Sweden, Switzerland, the United Kingdom, and the United States, among others.;2. By 2023, 34 countries have legalized same-sex marriage, including Argentina, Australia, Belgium, Brazil, Canada, Colombia, Costa Rica, Denmark, Finland, France, Germany, Iceland, Ireland, Luxembourg, Malta, Mexico, Netherlands, New Zealand, Norway, Portugal, South Africa, Spain, Sweden, Switzerland, the United Kingdom, and the United States, among others.;3. As of 2023, 34 countries have legalized same-sex marriage, comprising Argentina, Australia, Belgium, Brazil, Canada, Colombia, Costa Rica, Denmark, Finland, France, Germany, Iceland, Ireland, Luxembourg, Malta, Mexico, Netherlands, New Zealand, Norway, Portugal, South Africa, Spain, Sweden, Switzerland, the United Kingdom, and the United States, among others.;4. By 2023, 34 countries have ratified same-sex marriage, including Argentina, Australia, Belgium, Brazil, Canada, Colombia, Costa Rica, Denmark, Finland, France, Germany, Iceland, Ireland, Luxembourg, Malta, Mexico, Netherlands, New Zealand, Norway, Portugal, South Africa, Spain, Sweden, Switzerland, the United Kingdom, and the United States, among others.;5. As of 2023, 34 countries have legalized same-sex marriage, featuring Argentina, Australia, Belgium, Brazil, Canada, Colombia, Costa Rica, Denmark, Finland, France, Germany, Iceland, Ireland, Luxembourg, Malta, Mexico, Netherlands, New Zealand, Norway, Portugal, South Africa, Spain, Sweden, Switzerland, the United Kingdom, and the United States, among others.",YES;YES;YES;YES;YES,"1. As of 2023, fewer than 34 countries have legalized same-sex marriage.;2. Not 34 countries have legalized same-sex marriage as of 2023.;3. Same-sex marriage has not been legalized in 34 countries as of 2023.;4. There are more than 34 countries where same-sex marriage is not legalized.;5. As of 2023, 34 countries have not legalized same-sex marriage.",NO;NO;NO;NO;NO
51,51,51,375,TEST,How many exoplanets have been discovered?,before 2022,frequently,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Lists_of_planets#:~:text=there%20are%205%2C632%20confirmed%20exoplanets,"5,632 confirmed exoplanets","5,632",,,,,,,,,,"There have been a total of 5,632 confirmed exoplanets discovered so far.","A total of 5,632 exoplanets have been discovered by astronomers.",,,,,,,,,"As of February 2023, a total of 4,171 exoplanets have been confirmed, and thousands more are considered to be strong candidates, with the majority of these discoveries made using space-based telescopes such as NASA's Kepler and TESS missions.","1. As of February 2023, a total of 4,171 exoplanets have been officially verified, with thousands more being considered strong prospects, primarily detected by space-based telescopes like NASA's Kepler and TESS missions.;2. By February 2023, a cumulative total of 4,171 exoplanets have been confirmed, with thousands more being regarded as promising leads, mostly identified by space-based telescopes such as NASA's Kepler and TESS missions.;3. As of February 2023, a grand total of 4,171 exoplanets have been validated, with thousands more being viewed as strong contenders, primarily discovered by space-based telescopes like NASA's Kepler and TESS missions.;4. By February 2023, a total of 4,171 exoplanets have been officially confirmed, with thousands more being considered strong prospects, primarily detected by space-based telescopes such as NASA's Kepler and TESS missions.;5. As of February 2023, a total of 4,171 exoplanets have been officially recognized, with thousands more being regarded as promising leads, mostly identified by space-based telescopes like NASA's Kepler and TESS missions.",YES;YES;YES;YES;YES,"1. As of February 2023, fewer than 4,171 exoplanets have been confirmed.;2. A total of 4,171 exoplanets have not been confirmed.;3. Thousands of exoplanets are not considered to be strong candidates.;4. The majority of exoplanet discoveries have not been made using space-based telescopes.;5. As of February 2023, no exoplanets have been confirmed.",YES;NO;NO;NO;NO
52,52,52,376,TEST,Who is the richest man on earth?,before 2022,frequently,False,one-hop,fast-changing,"https://www.forbes.com/real-time-billionaires/#14313b8a3d78:~:text=1,Elon%20Musk",Bernard Arnault,Bernard Jean Étienne Arnault,,,,,,,,,,Bernard Arnault is currently the richest man on earth.,The richest man on earth is Bernard Jean Étienne Arnault.,,,,,,,,,"According to Forbes' Real-Time Billionaires list, Jeff Bezos, the founder and CEO of Amazon, is currently the richest person in the world, with an estimated net worth of over $200 billion.","1. According to Forbes' Real-Time Billionaires list, Jeff Bezos, the founder and CEO of Amazon, is currently the wealthiest individual on the planet, with an estimated net worth of over $200 billion.;2. As per Forbes' Real-Time Billionaires list, Jeff Bezos, the founder and CEO of Amazon, holds the distinction of being the richest person globally, with an estimated net worth of over $200 billion.;3. According to Forbes' Real-Time Billionaires list, Jeff Bezos, the founder and CEO of Amazon, is currently the most affluent person in the world, with an estimated net worth of over $200 billion.;4. As per Forbes' Real-Time Billionaires list, Jeff Bezos, the founder and CEO of Amazon, is the richest person on the planet, with an estimated net worth of over $200 billion.;5. According to Forbes' Real-Time Billionaires list, Jeff Bezos, the founder and CEO of Amazon, is the wealthiest person globally, with an estimated net worth of over $200 billion.",YES;NO;YES;NO;NO,"1. According to Forbes' Real-Time Billionaires list, Jeff Bezos is not currently the richest person in the world.;2. Jeff Bezos is not the richest person in the world, with an estimated net worth of over $200 billion.;3. The founder and CEO of Amazon is not currently the richest person in the world.;4. Jeff Bezos is not the richest person in the world, according to Forbes' Real-Time Billionaires list.;5. The richest person in the world is not Jeff Bezos, with an estimated net worth of over $200 billion.",NO;NO;NO;NO;NO
53,53,53,377,TEST,Who is the most recent NBA player to score 60 or more points in a single game?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_NBA_single-game_scoring_leaders#:~:text=Jalen%20Brunson%5E,March%2029%2C%202024",Jalen Brunson,Jalen Marquis Brunson,,,,,,,,,,Jalen Brunson is the most recent NBA player to score 60 or more points in a single game.,Jalen Marquis Brunson is the most recent NBA player to score 60 or more points in a single game.,,,,,,,,,"James Harden is the most recent NBA player to score 60 or more points in a single game, achieving this feat on January 13, 2023, with 61 points against the New York Knicks.","1. James Harden is the most recent NBA player to achieve the milestone of scoring 60 or more points in a single game, accomplishing this feat on January 13, 2023, with 61 points against the New York Knicks.;2. The most recent NBA player to reach the 60-point mark in a single game is James Harden, who achieved this feat on January 13, 2023, with 61 points against the New York Knicks.;3. As of January 13, 2023, James Harden is the most recent NBA player to score 60 or more points in a single game, with 61 points against the New York Knicks.;4. James Harden is the latest NBA player to score 60 or more points in a single game, accomplishing this feat on January 13, 2023, with 61 points against the New York Knicks.;5. On January 13, 2023, James Harden became the most recent NBA player to score 60 or more points in a single game, with 61 points against the New York Knicks.",NO;NO;NO;NO;NO,"1. James Harden is not the most recent NBA player to score 60 or more points in a single game.;2. The most recent NBA player to score 60 or more points in a single game is not James Harden.;3. James Harden did not score 60 or more points in a single game on January 13, 2023.;4. James Harden did not score 61 points against the New York Knicks.;5. James Harden is not the most recent NBA player to score 61 points against the New York Knicks.",NO;NO;NO;NO;NO
54,54,54,378,TEST,What is the base price of a Tesla Model Y Long Range All-Wheel Drive?,before 2022,frequently,False,one-hop,fast-changing,https://www.tesla.com/modely/design#overview,"$47,990",,,,,,,,,,,"The base price of a Tesla Model Y Long Range All-Wheel Drive is $47,990.",,,,,,,,,,"The base price of a Tesla Model Y Long Range All-Wheel Drive is around $52,990, which includes features such as a 315-mile electric range, 20-inch wheels, and a premium interior.","1. The starting cost of a Tesla Model Y Long Range All-Wheel Drive is approximately $52,990, which comes equipped with a 315-mile electric range, 20-inch wheels, and a premium interior.;2. The initial price of a Tesla Model Y Long Range All-Wheel Drive is around $52,990, featuring a 315-mile electric range, 20-inch wheels, and a premium interior.;3. The base cost of a Tesla Model Y Long Range All-Wheel Drive is roughly $52,990, which includes a 315-mile electric range, 20-inch wheels, and a premium interior.;4. The entry-level price of a Tesla Model Y Long Range All-Wheel Drive is approximately $52,990, boasting a 315-mile electric range, 20-inch wheels, and a premium interior.;5. The starting point for the price of a Tesla Model Y Long Range All-Wheel Drive is around $52,990, which comes with a 315-mile electric range, 20-inch wheels, and a premium interior.",YES;YES;YES;YES;YES,"1. The base price of a Tesla Model Y Long Range All-Wheel Drive is not around $52,990.;2. The base price of a Tesla Model Y Long Range All-Wheel Drive is not around $52,990, which includes features such as a 315-mile electric range, 20-inch wheels, and a premium interior.;3. The base price of a Tesla Model Y Long Range All-Wheel Drive is not around $52,990, and it does not include features such as a 315-mile electric range, 20-inch wheels, and a premium interior.;4. The base price of a Tesla Model Y Long Range All-Wheel Drive is not around $52,990, and it includes features that are different from a 315-mile electric range, 20-inch wheels, and a premium interior.;5. The base price of a Tesla Model Y Long Range All-Wheel Drive is not around $52,990, and it does not include any features.",NO;NO;NO;NO;NO
55,55,55,379,TEST,How many goals has Erling Haaland scored in the UEFA Champion League?,before 2022,frequently,False,one-hop,fast-changing,https://www.uefa.com/uefachampionsleague/news/0268-11f9321e7599-fde3dd4a7bd0-1000--erling-haaland-in-the-champions-league-scoring-record-opponents/#:~:text=Erling%20Haaland%20has%20scored%2041%20goals%20in%20just%2038%20UEFA%20Champions%20League%20appearances,41 goals,41,,,,,,,,,,Erling Haaland has scored a total of 41 goals in the UEFA Champion League.,Erling Haaland has scored 41 goals in the UEFA Champion League.,,,,,,,,,"As of the 2021-22 season, Erling Haaland has scored 13 goals in the UEFA Champions League, with 10 of those goals coming in his debut season in the competition with Borussia Dortmund in the 2020-21 season.","1. As of the 2021-22 season, Erling Haaland has netted 13 goals in the UEFA Champions League.;2. Erling Haaland has accumulated 13 goals in the UEFA Champions League as of the 2021-22 season.;3. By the 2021-22 season, Erling Haaland had scored a total of 13 goals in the UEFA Champions League.;4. As of the 2021-22 season, Erling Haaland has tallied 13 goals in the UEFA Champions League.;5. As of the 2021-22 season, Erling Haaland has racked up 13 goals in the UEFA Champions League.",NO;YES;NO;NO;YES,"1. As of the 2021-22 season, Erling Haaland has not scored 13 goals in the UEFA Champions League.;2. Erling Haaland has not scored 13 goals in the UEFA Champions League as of the 2021-22 season.;3. Erling Haaland has not scored 13 goals in the UEFA Champions League.;4. Erling Haaland has not scored 13 goals in the UEFA Champions League as of the 2021-22 season, with 10 of those goals coming in his debut season in the competition with Borussia Dortmund in the 2020-21 season.;5. Erling Haaland has scored fewer than 13 goals in the UEFA Champions League as of the 2021-22 season.",NO;NO;NO;NO;NO
56,56,56,380,TEST,Which team is at the top of the latest Premier League season?,before 2022,frequently,False,one-hop,fast-changing,https://www.skysports.com/premier-league-table,Manchester City,Manchester City F.C.,,,,,,,,,,Manchester City is currently at the top of the latest Premier League season.,Manchester City F.C. is at the top of the latest Premier League season.,,,,,,,,,"Manchester City finished at the top of the 2020-21 Premier League season, winning their third title in four years under the management of Pep Guardiola.","1. Manchester City concluded the 2020-21 Premier League season by claiming their third title in four years under the guidance of Pep Guardiola.;2. The 2020-21 Premier League season culminated with Manchester City standing at the pinnacle, securing their third title in four years under Pep Guardiola's leadership.;3. Manchester City emerged victorious in the 2020-21 Premier League season, finishing at the top and earning their third title in four years under Pep Guardiola's direction.;4. Manchester City dominated the 2020-21 Premier League season, ultimately finishing first and securing their third title in four years under Pep Guardiola's management.;5. Manchester City finished the 2020-21 Premier League season in first place, winning their third title in four years under the expert guidance of Pep Guardiola.",NO;YES;YES;YES;YES,1. Manchester City did not finish at the top of the 2020-21 Premier League season.;2. Manchester City did not win their third title in four years under the management of Pep Guardiola.;3. Manchester City did not finish at the top of the 2020-21 Premier League season under the management of Pep Guardiola.;4. The 2020-21 Premier League season did not have Manchester City at the top.;5. Manchester City did not finish first in the 2020-21 Premier League season.,NO;NO;NO;NO;NO
57,57,57,381,TEST,Is Arsenal on the top of the latest Premier League standings?,before 2022,frequently,False,one-hop,fast-changing,https://www.skysports.com/premier-league-table,No,,,,,,,,,,,"No, Arsenal is not on the top of the latest Premier League standings.",,,,,,,,,,"As of the latest Premier League standings, Arsenal is not currently on top, with Manchester City holding the top spot in the table.","1. As of the latest Premier League standings, Arsenal is not currently occupying the top position, with Manchester City leading the way.;2. According to the latest Premier League standings, Arsenal is not currently at the summit, with Manchester City holding the top spot.;3. As of the latest Premier League standings, Arsenal is not currently in first place, with Manchester City sitting atop the table.;4. In the latest Premier League standings, Arsenal is not currently at the top, with Manchester City holding the number one position.;5. As of the latest Premier League standings, Arsenal is not currently leading the pack, with Manchester City holding the top spot.",YES;YES;NO;YES;YES,"1. As of the latest Premier League standings, Arsenal is currently on top.;2. Arsenal is currently on top of the latest Premier League standings.;3. The latest Premier League standings show Arsenal at the top.;4. Arsenal is not holding the top spot in the table.;5. Manchester City is not holding the top spot in the table.",NO;NO;NO;NO;NO
58,58,58,382,TEST,Who is the current No. 1 on the Billboard Artist 100?,before 2022,frequently,False,one-hop,fast-changing,"https://www.billboard.com/charts/artist-100/#:~:text=Menu-,1,Taylor%20Swift,-STATS",Taylor Swift,,,,,,,,,,,"The current No. 1 on the Billboard Artist 100 is Taylor Swift, who has been dominating the charts with her latest album.",,,,,,,,,,"As of my knowledge cutoff, the current No. 1 on the Billboard Artist 100 chart is Taylor Swift, based on her recent chart-topping singles and albums.","1. As of my knowledge cutoff, the reigning top artist on the Billboard Artist 100 chart is Taylor Swift, thanks to her successive chart-topping singles and albums.;2. According to my knowledge cutoff, Taylor Swift currently holds the number one spot on the Billboard Artist 100 chart, driven by her recent chart-topping singles and albums.;3. As of my knowledge cutoff, Taylor Swift is the current leader on the Billboard Artist 100 chart, with her recent chart-topping singles and albums propelling her to the top.;4. Based on my knowledge cutoff, Taylor Swift is the current number one artist on the Billboard Artist 100 chart, with her chart-topping singles and albums contributing to her dominance.;5. As of my knowledge cutoff, Taylor Swift occupies the top spot on the Billboard Artist 100 chart, with her recent chart-topping singles and albums cementing her position.",YES;NO;YES;NO;YES,"1. As of my knowledge cutoff, the current No. 1 on the Billboard Artist 100 chart is not Taylor Swift.;2. Taylor Swift is not the current No. 1 on the Billboard Artist 100.;3. The current No. 1 on the Billboard Artist 100 chart is not based on Taylor Swift's recent chart-topping singles and albums.;4. Taylor Swift is not the current leader on the Billboard Artist 100 chart.;5. The current No. 1 on the Billboard Artist 100 chart is someone other than Taylor Swift.",YES;NO;NO;NO;NO
59,59,59,383,TEST,Who was the guest of honor at the most recent state dinner hosted by the President of the United States?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_state_dinners_in_the_United_States#:~:text=May%2023%2C%202024,William%20Ruto",William Ruto,William Kipchirchir Samoei Arap Ruto,President of Kenya,,,,,,,,,William Ruto was the guest of honor at the most recent state dinner hosted by the President of the United States.,William Kipchirchir Samoei Arap Ruto was the guest of honor at the most recent state dinner hosted by the President of the United States.,The guest of honor at the most recent state dinner hosted by the President of the United States was the President of Kenya.,,,,,,,,"The guest of honor at the most recent state dinner hosted by the President of the United States was French President Emmanuel Macron and his wife Brigitte Macron, who were honored on April 24, 2018, at the White House.","1. French President Emmanuel Macron and his wife Brigitte Macron were the distinguished guests of honor at the most recent state dinner hosted by the President of the United States.;2. The President of the United States welcomed French President Emmanuel Macron and his wife Brigitte Macron as the honored guests at the most recent state dinner.;3. The guest of honor at the most recent state dinner hosted by the President of the United States was French President Emmanuel Macron and his wife Brigitte Macron, who were celebrated on April 24, 2018, at the White House.;4. French President Emmanuel Macron and his wife Brigitte Macron were the special guests of honor at the most recent state dinner hosted by the President of the United States on April 24, 2018.;5. The President of the United States honored French President Emmanuel Macron and his wife Brigitte Macron as the guest of honor at the most recent state dinner on April 24, 2018, at the White House.",YES;YES;YES;NO;YES,"1. The guest of honor at the most recent state dinner hosted by the President of the United States was not French President Emmanuel Macron and his wife Brigitte Macron.;2. French President Emmanuel Macron and his wife Brigitte Macron were not the guest of honor at the most recent state dinner hosted by the President of the United States.;3. The President of the United States did not host a state dinner with French President Emmanuel Macron and his wife Brigitte Macron as the guest of honor.;4. The guest of honor at the most recent state dinner hosted by the President of the United States was not honored on April 24, 2018, at the White House.;5. French President Emmanuel Macron and his wife Brigitte Macron were not honored as the guest of honor at the most recent state dinner hosted by the President of the United States.",NO;NO;NO;NO;NO
60,60,60,384,TEST,What album holds the record for the most Spotify streams reached in a single day?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_Spotify_streaming_records#Most_streamed_albums_in_a_single_day:~:text=Ref.-,1,-The%20Tortured%20Poets",The Tortured Poets Department,,,,,,,,,,,The album that holds the record for the most Spotify streams reached in a single day is The Tortured Poets Department.,,,,,,,,,,"The album ""Folklore"" by Taylor Swift holds the record for the most Spotify streams reached in a single day, with over 65 million streams on its release day in July 2020.","1. The album ""Folklore"" by Taylor Swift broke the record for the most Spotify streams reached in a single day, with over 65 million streams on its release day in July 2020.;2. Taylor Swift's album ""Folklore"" set the record for the highest number of Spotify streams achieved in a single day, with 65 million streams on its release day in July 2020.;3. On its release day in July 2020, Taylor Swift's album ""Folklore"" reached a record-breaking 65 million Spotify streams in a single day.;4. With over 65 million streams on its release day in July 2020, Taylor Swift's album ""Folklore"" holds the record for the most Spotify streams reached in a single day.;5. Taylor Swift's album ""Folklore"" holds the record for the most Spotify streams achieved in a single day, with a staggering 65 million streams on its release day in July 2020.",NO;YES;NO;NO;NO,"1. The album ""Folklore"" by Taylor Swift does not hold the record for the most Spotify streams reached in a single day.;2. The album ""Folklore"" by Taylor Swift is not the album that holds the record for the most Spotify streams reached in a single day.;3. The album that holds the record for the most Spotify streams reached in a single day is not ""Folklore"" by Taylor Swift.;4. ""Folklore"" by Taylor Swift does not have the record for the most Spotify streams reached in a single day.;5. The album ""Folklore"" by Taylor Swift does not have over 65 million streams on its release day in July 2020.",NO;NO;NO;NO;NO
61,61,61,385,TEST,Who was the most recent incumbent president worldwide who ran for re-election but was not reelected?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/List_of_presidents_who_did_not_win_reelection#:~:text=2019%E2%80%932024,%C2%A0North%20Macedonia",Stevo Pendarovski,,,,,,,,,,,The most recent incumbent president worldwide who ran for re-election but was not reelected was Stevo Pendarovski.,,,,,,,,,,"The most recent incumbent president worldwide who ran for re-election but was not reelected is Mauricio Macri of Argentina, who lost the 2019 Argentine general election to Alberto Fernández.","1. Mauricio Macri, the most recent incumbent president, ran for re-election but ultimately lost to Alberto Fernández in the 2019 Argentine general election.;2. The most recent incumbent president to face re-election was Mauricio Macri, who unfortunately did not secure a second term in the 2019 Argentine general election.;3. In the 2019 Argentine general election, Mauricio Macri, the incumbent president, ran for re-election but was defeated by Alberto Fernández.;4. The most recent instance of an incumbent president running for re-election and losing was Mauricio Macri's unsuccessful bid in the 2019 Argentine general election.;5. Mauricio Macri, the incumbent president of Argentina, ran for re-election in 2019 but was not re-elected, losing to Alberto Fernández.",YES;NO;YES;NO;YES,1. Mauricio Macri of Argentina was re-elected as the most recent incumbent president worldwide who ran for re-election.;2. The most recent incumbent president worldwide who ran for re-election was re-elected.;3. Mauricio Macri of Argentina was not the most recent incumbent president worldwide who ran for re-election but was not reelected.;4. Mauricio Macri of Argentina was re-elected as the president of Argentina in the 2019 Argentine general election.;5. Alberto Fernández was not the winner of the 2019 Argentine general election.,NO;NO;YES;NO;NO
62,62,62,386,TEST,Who is the latest winner of The Voice US?,before 2022,frequently,False,one-hop,fast-changing,"https://en.wikipedia.org/wiki/The_Voice_(American_TV_series)#:~:text=25-,Asher%20HaVon,-Josh%20Sanders",Asher HaVon,,,,,,,,,,,The latest winner of The Voice US is Asher HaVon.,,,,,,,,,,"The latest winner of The Voice US is Cam Anthony, a 19-year-old singer from Philadelphia, Pennsylvania, who was crowned the winner of season 20 in December 2021.","1. Cam Anthony, a 19-year-old singer from Philadelphia, Pennsylvania, was crowned the winner of season 20 of The Voice US in December 2021, making him the latest champion of the reality singing competition.;2. The most recent winner of The Voice US is Cam Anthony, a 19-year-old singer from Philadelphia, Pennsylvania, who took home the title in season 20 in December 2021.;3. In December 2021, Cam Anthony, a 19-year-old singer from Philadelphia, Pennsylvania, emerged as the latest winner of The Voice US, claiming the top prize in season 20.;4. Cam Anthony, a 19-year-old singer from Philadelphia, Pennsylvania, was the victor of season 20 of The Voice US, which concluded in December 2021, making him the latest winner of the show.;5. The latest champion of The Voice US is Cam Anthony, a 19-year-old singer from Philadelphia, Pennsylvania, who was crowned the winner of season 20 in December 2021, capping off an impressive run on the reality singing competition.",YES;YES;YES;YES;YES,"1. Cam Anthony is not the latest winner of The Voice US.;2. The latest winner of The Voice US is not Cam Anthony.;3. Cam Anthony was not crowned the winner of season 20 of The Voice US.;4. The latest winner of The Voice US is not a 19-year-old singer from Philadelphia, Pennsylvania.;5. Cam Anthony was not the winner of The Voice US in December 2021.",NO;NO;NO;NO;NO
63,63,63,387,TEST,What is the latest highest-grossing movie of the week at the Box office?,before 2022,every_time,False,one-hop,fast-changing,"https://www.boxofficemojo.com/weekly/?ref_=bo_nb_wly_secondarytab#:~:text=64-,IF,-20",IF,,,,,,,,,,,"The latest highest-grossing movie of the week at the Box office is ""IF.""",,,,,,,,,,"As of my knowledge cutoff, the latest highest-grossing movie at the box office is ""Spider-Man: No Way Home"", a superhero film directed by Jon Watts and produced by Marvel Studios and Sony Pictures, which has grossed over $1.8 billion worldwide.","1. As of my knowledge cutoff, the current box office champion is ""Spider-Man: No Way Home"", a superhero film directed by Jon Watts and produced by Marvel Studios and Sony Pictures, which has grossed over $1.8 billion worldwide.;2. At the time of my knowledge cutoff, the highest-grossing film at the box office is ""Spider-Man: No Way Home"", a superhero film directed by Jon Watts and produced by Marvel Studios and Sony Pictures, which has grossed over $1.8 billion worldwide.;3. As of my knowledge cutoff, the most lucrative film at the box office is ""Spider-Man: No Way Home"", a superhero film directed by Jon Watts and produced by Marvel Studios and Sony Pictures, which has grossed over $1.8 billion worldwide.;4. At the moment of my knowledge cutoff, the top-grossing film at the box office is ""Spider-Man: No Way Home"", a superhero film directed by Jon Watts and produced by Marvel Studios and Sony Pictures, which has grossed over $1.8 billion worldwide.;5. As of my knowledge cutoff, the biggest box office hit is ""Spider-Man: No Way Home"", a superhero film directed by Jon Watts and produced by Marvel Studios and Sony Pictures, which has grossed over $1.8 billion worldwide.",YES;YES;YES;YES;YES,"1. As of my knowledge cutoff, the latest highest-grossing movie at the box office is not ""Spider-Man: No Way Home"".;2. ""Spider-Man: No Way Home"" is not the latest highest-grossing movie at the box office.;3. The latest highest-grossing movie at the box office is not a superhero film directed by Jon Watts and produced by Marvel Studios and Sony Pictures.;4. ""Spider-Man: No Way Home"" has not grossed over $1.8 billion worldwide.;5. As of my knowledge cutoff, the latest highest-grossing movie at the box office is not a movie that has grossed over $1.8 billion worldwide.",NO;NO;NO;NO;NO
64,64,64,388,TEST,How many tornadoes have been confirmed so far in the United States this year?,before 2022,every_time,False,one-hop,fast-changing,https://en.wikipedia.org/wiki/Tornadoes_of_2024#:~:text=There%20have%20been%20821%20confirmed%20tornadoes%20in%20the%20United%20States.,821,There have been 821 confirmed tornadoes in the United States.,,,,,,,,,,821 tornadoes have been confirmed so far in the United States this year.,"There have been 821 confirmed tornadoes in the United States this year, making it a particularly active tornado season.",,,,,,,,,"According to the National Oceanic and Atmospheric Administration (NOAA), as of the latest update, there have been 1,245 confirmed tornadoes in the United States in 2022.","1. As of the latest update, NOAA has reported 1,245 tornadoes in the United States for 2022.;2. According to NOAA's latest data, there have been a total of 1,245 tornadoes confirmed in the United States this year.;3. As of the current update, NOAA has confirmed 1,245 tornadoes in the United States for the year 2022.;4. NOAA's latest statistics show that there have been 1,245 tornadoes confirmed in the United States so far in 2022.;5. According to NOAA's records, as of the latest update, 1,245 tornadoes have been confirmed in the United States for the year 2022.",YES;NO;YES;YES;NO,"1. According to the National Oceanic and Atmospheric Administration (NOAA), as of the latest update, there have not been 1,245 confirmed tornadoes in the United States in 2022.;2. There have not been 1,245 confirmed tornadoes in the United States in 2022.;3. NOAA has not confirmed 1,245 tornadoes in the United States in 2022.;4. As of the latest update, there have not been confirmed tornadoes in the United States in 2022.;5. NOAA has not reported 1,245 confirmed tornadoes in the United States in 2022.",NO;NO;NO;NO;NO
65,65,65,389,TEST,How many citations does Geoffrey Hinton have according to Google Scholar?,before 2022,every_time,False,one-hop,fast-changing,"https://scholar.google.com/citations?user=JicYPdAAAAAJ&hl=en#:~:text=Citations-,806772,-516308",806772,806K,807K,more than 800K,,,,,,,,"Geoffrey Hinton has 806,772 citations according to Google Scholar.",Geoffrey Hinton has 806K citations according to Google Scholar.,Geoffrey Hinton has 807K citations according to Google Scholar.,Geoffrey Hinton has more than 800K citations according to Google Scholar.,,,,,,,"According to Google Scholar, Geoffrey Hinton has over 243,000 citations.","1. Geoffrey Hinton's research has garnered over 243,000 citations on Google Scholar.;2. According to Google Scholar, Geoffrey Hinton's work has been cited more than 243,000 times.;3. Geoffrey Hinton's publications have accumulated over 243,000 citations on Google Scholar.;4. Google Scholar reports that Geoffrey Hinton's research has received over 243,000 citations.;5. Geoffrey Hinton's scholarly work has been cited more than 243,000 times on Google Scholar.",YES;YES;YES;YES;YES,"1. According to Google Scholar, Geoffrey Hinton has fewer than 243,000 citations.;2. Geoffrey Hinton does not have over 243,000 citations according to Google Scholar.;3. Google Scholar does not report that Geoffrey Hinton has over 243,000 citations.;4. Geoffrey Hinton has 243,000 or fewer citations according to Google Scholar.;5. According to Google Scholar, Geoffrey Hinton has less than 243,000 citations.",NO;NO;NO;NO;NO
